region_code,region_name,country_code,country_name_sv,year,reference_date,published_count,population_denominator,pct_all_residents,status,geographic_level,source_url
00,Riket,AF,Afghanistan,2025,2025-12-31,68819.000000,10605529.000000,0.648897,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,AL,Albanien,2025,2025-12-31,11065.000000,10605529.000000,0.104332,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,DZ,Algeriet,2025,2025-12-31,3686.000000,10605529.000000,0.034755,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,AO,Angola,2025,2025-12-31,857.000000,10605529.000000,0.008081,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,AR,Argentina,2025,2025-12-31,4441.000000,10605529.000000,0.041874,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,AM,Armenien,2025,2025-12-31,3772.000000,10605529.000000,0.035566,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,AU,Australien,2025,2025-12-31,5264.000000,10605529.000000,0.049634,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,AZ,Azerbajdzjan,2025,2025-12-31,4526.000000,10605529.000000,0.042676,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BS,Bahamas,2025,2025-12-31,35.000000,10605529.000000,0.000330,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BH,Bahrain,2025,2025-12-31,161.000000,10605529.000000,0.001518,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BD,Bangladesh,2025,2025-12-31,15427.000000,10605529.000000,0.145462,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BB,Barbados,2025,2025-12-31,126.000000,10605529.000000,0.001188,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BY,Belarus,2025,2025-12-31,4444.000000,10605529.000000,0.041903,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BE,Belgien,2025,2025-12-31,4200.000000,10605529.000000,0.039602,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BZ,Belize,2025,2025-12-31,22.000000,10605529.000000,0.000207,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BJ,Benin,2025,2025-12-31,123.000000,10605529.000000,0.001160,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BM,Bermuda,2025,2025-12-31,31.000000,10605529.000000,0.000292,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BT,Bhutan,2025,2025-12-31,41.000000,10605529.000000,0.000387,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BO,Bolivia,2025,2025-12-31,4753.000000,10605529.000000,0.044816,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BA,Bosnien och Hercegovina,2025,2025-12-31,58749.000000,10605529.000000,0.553947,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BW,Botswana,2025,2025-12-31,152.000000,10605529.000000,0.001433,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BR,Brasilien,2025,2025-12-31,13651.000000,10605529.000000,0.128716,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BG,Bulgarien,2025,2025-12-31,10563.000000,10605529.000000,0.099599,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BF,Burkina Faso,2025,2025-12-31,110.000000,10605529.000000,0.001037,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,BI,Burundi,2025,2025-12-31,3820.000000,10605529.000000,0.036019,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CF,Centralafrikanska republiken,2025,2025-12-31,284.000000,10605529.000000,0.002678,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CL,Chile,2025,2025-12-31,27186.000000,10605529.000000,0.256338,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CO,Colombia,2025,2025-12-31,14377.000000,10605529.000000,0.135561,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CR,Costa Rica,2025,2025-12-31,545.000000,10605529.000000,0.005139,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CY,Cypern,2025,2025-12-31,1111.000000,10605529.000000,0.010476,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,DK,Danmark,2025,2025-12-31,36708.000000,10605529.000000,0.346121,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CD,Demokratiska republiken Kongo,2025,2025-12-31,7753.000000,10605529.000000,0.073103,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,DJ,Djibouti,2025,2025-12-31,591.000000,10605529.000000,0.005573,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,DM,Dominica,2025,2025-12-31,47.000000,10605529.000000,0.000443,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,DO,Dominikanska republiken,2025,2025-12-31,1012.000000,10605529.000000,0.009542,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,EC,Ecuador,2025,2025-12-31,2907.000000,10605529.000000,0.027410,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,EG,Egypten,2025,2025-12-31,11108.000000,10605529.000000,0.104738,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GQ,Ekvatorialguinea,2025,2025-12-31,59.000000,10605529.000000,0.000556,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,SV,El Salvador,2025,2025-12-31,3411.000000,10605529.000000,0.032162,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CI,Elfenbenskusten,2025,2025-12-31,1220.000000,10605529.000000,0.011503,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,ER,Eritrea,2025,2025-12-31,49740.000000,10605529.000000,0.469001,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,EE,Estland,2025,2025-12-31,9414.000000,10605529.000000,0.088765,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,SZ,Eswatini,2025,2025-12-31,37.000000,10605529.000000,0.000349,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,ET,Etiopien,2025,2025-12-31,23634.000000,10605529.000000,0.222846,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,FJ,Fiji,2025,2025-12-31,87.000000,10605529.000000,0.000820,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,PH,Filippinerna,2025,2025-12-31,18153.000000,10605529.000000,0.171165,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,FI,Finland,2025,2025-12-31,122462.000000,10605529.000000,1.154700,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,FR,Frankrike,2025,2025-12-31,14585.000000,10605529.000000,0.137523,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,AE,Förenade Arabemiraten,2025,2025-12-31,3935.000000,10605529.000000,0.037103,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GB,Förenade kungariket (Storbritannien och Nordirland),2025,2025-12-31,33278.000000,10605529.000000,0.313780,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,US,Förenta staterna (USA),2025,2025-12-31,26285.000000,10605529.000000,0.247842,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GA,Gabon,2025,2025-12-31,39.000000,10605529.000000,0.000368,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GM,Gambia,2025,2025-12-31,6281.000000,10605529.000000,0.059224,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GE,Georgien,2025,2025-12-31,2791.000000,10605529.000000,0.026316,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GH,Ghana,2025,2025-12-31,4392.000000,10605529.000000,0.041412,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GR,Grekland,2025,2025-12-31,21720.000000,10605529.000000,0.204799,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GD,Grenada,2025,2025-12-31,39.000000,10605529.000000,0.000368,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GT,Guatemala,2025,2025-12-31,965.000000,10605529.000000,0.009099,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GN,Guinea,2025,2025-12-31,757.000000,10605529.000000,0.007138,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GW,Guinea-Bissau,2025,2025-12-31,179.000000,10605529.000000,0.001688,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,GY,Guyana,2025,2025-12-31,128.000000,10605529.000000,0.001207,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,HT,Haiti,2025,2025-12-31,172.000000,10605529.000000,0.001622,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,HN,Honduras,2025,2025-12-31,522.000000,10605529.000000,0.004922,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,HK,Hongkong,2025,2025-12-31,579.000000,10605529.000000,0.005459,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,IN,Indien,2025,2025-12-31,61298.000000,10605529.000000,0.577982,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,ID,Indonesien,2025,2025-12-31,3706.000000,10605529.000000,0.034944,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,IQ,Irak,2025,2025-12-31,141451.000000,10605529.000000,1.333748,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,IR,Iran,2025,2025-12-31,87292.000000,10605529.000000,0.823080,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,IE,Irland,2025,2025-12-31,3681.000000,10605529.000000,0.034708,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,IS,Island,2025,2025-12-31,5975.000000,10605529.000000,0.056339,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,IL,Israel,2025,2025-12-31,2948.000000,10605529.000000,0.027797,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,IT,Italien,2025,2025-12-31,17065.000000,10605529.000000,0.160907,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,JM,Jamaica,2025,2025-12-31,439.000000,10605529.000000,0.004139,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,JP,Japan,2025,2025-12-31,4057.000000,10605529.000000,0.038254,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,YE,Jemen,2025,2025-12-31,3309.000000,10605529.000000,0.031201,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,JO,Jordanien,2025,2025-12-31,5729.000000,10605529.000000,0.054019,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,YU,Jugoslavien,2025,2025-12-31,58757.000000,10605529.000000,0.554022,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,KH,Kambodja,2025,2025-12-31,795.000000,10605529.000000,0.007496,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CM,Kamerun,2025,2025-12-31,2322.000000,10605529.000000,0.021894,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CA,Kanada,2025,2025-12-31,4721.000000,10605529.000000,0.044515,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CV,Kap Verde,2025,2025-12-31,444.000000,10605529.000000,0.004186,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,KZ,Kazakstan,2025,2025-12-31,2989.000000,10605529.000000,0.028183,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,KE,Kenya,2025,2025-12-31,5732.000000,10605529.000000,0.054047,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CN,Kina,2025,2025-12-31,40338.000000,10605529.000000,0.380349,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,KG,Kirgizistan,2025,2025-12-31,1532.000000,10605529.000000,0.014445,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CG,Kongo,2025,2025-12-31,1047.000000,10605529.000000,0.009872,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,XK,Kosovo,2025,2025-12-31,12915.000000,10605529.000000,0.121776,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,HR,Kroatien,2025,2025-12-31,12650.000000,10605529.000000,0.119277,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,CU,Kuba,2025,2025-12-31,3111.000000,10605529.000000,0.029334,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,KW,Kuwait,2025,2025-12-31,3489.000000,10605529.000000,0.032898,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,LA,Laos,2025,2025-12-31,533.000000,10605529.000000,0.005026,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,LS,Lesotho,2025,2025-12-31,74.000000,10605529.000000,0.000698,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,LV,Lettland,2025,2025-12-31,11327.000000,10605529.000000,0.106803,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,LB,Libanon,2025,2025-12-31,29576.000000,10605529.000000,0.278873,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,LR,Liberia,2025,2025-12-31,1046.000000,10605529.000000,0.009863,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,LY,Libyen,2025,2025-12-31,3799.000000,10605529.000000,0.035821,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,LT,Litauen,2025,2025-12-31,17566.000000,10605529.000000,0.165631,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,LU,Luxemburg,2025,2025-12-31,549.000000,10605529.000000,0.005177,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MG,Madagaskar,2025,2025-12-31,176.000000,10605529.000000,0.001660,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MW,Malawi,2025,2025-12-31,177.000000,10605529.000000,0.001669,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MY,Malaysia,2025,2025-12-31,2000.000000,10605529.000000,0.018858,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MV,Maldiverna,2025,2025-12-31,33.000000,10605529.000000,0.000311,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,ML,Mali,2025,2025-12-31,250.000000,10605529.000000,0.002357,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MT,Malta,2025,2025-12-31,335.000000,10605529.000000,0.003159,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MA,Marocko,2025,2025-12-31,12973.000000,10605529.000000,0.122323,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MR,Mauretanien,2025,2025-12-31,94.000000,10605529.000000,0.000886,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MU,Mauritius,2025,2025-12-31,225.000000,10605529.000000,0.002122,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MX,Mexiko,2025,2025-12-31,4447.000000,10605529.000000,0.041931,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MZ,Moçambique,2025,2025-12-31,406.000000,10605529.000000,0.003828,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MD,Moldavien,2025,2025-12-31,2415.000000,10605529.000000,0.022771,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MC,Monaco,2025,2025-12-31,55.000000,10605529.000000,0.000519,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MN,Mongoliet,2025,2025-12-31,5533.000000,10605529.000000,0.052171,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,ME,Montenegro,2025,2025-12-31,1557.000000,10605529.000000,0.014681,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MM,Myanmar,2025,2025-12-31,1651.000000,10605529.000000,0.015567,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,NA,Namibia,2025,2025-12-31,183.000000,10605529.000000,0.001726,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,NL,Nederländerna,2025,2025-12-31,18062.000000,10605529.000000,0.170307,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,NP,Nepal,2025,2025-12-31,2325.000000,10605529.000000,0.021923,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,NI,Nicaragua,2025,2025-12-31,1347.000000,10605529.000000,0.012701,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,NE,Niger,2025,2025-12-31,94.000000,10605529.000000,0.000886,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,NG,Nigeria,2025,2025-12-31,9503.000000,10605529.000000,0.089604,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,KP,Nordkorea,2025,2025-12-31,56.000000,10605529.000000,0.000528,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,MK,Nordmakedonien,2025,2025-12-31,11162.000000,10605529.000000,0.105247,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,NO,Norge,2025,2025-12-31,38934.000000,10605529.000000,0.367110,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,NZ,Nya Zeeland,2025,2025-12-31,1368.000000,10605529.000000,0.012899,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,OM,Oman,2025,2025-12-31,130.000000,10605529.000000,0.001226,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,PK,Pakistan,2025,2025-12-31,32075.000000,10605529.000000,0.302437,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,PS,Palestina,2025,2025-12-31,8321.000000,10605529.000000,0.078459,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,PA,Panama,2025,2025-12-31,339.000000,10605529.000000,0.003196,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,PG,Papua Nya Guinea,2025,2025-12-31,37.000000,10605529.000000,0.000349,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
00,Riket,PY,Paraguay,2025,2025-12-31,246.000000,10605529.000000,0.002320,published,national,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/
