region_code,region_name,geographic_level,birth_group_code,birth_group_name,reference_date,published_cell_subtotal,population_denominator,pct_published_subtotal,published_country_count,missing_country_count,member_count,status,missing_country_codes,source_url,classification_url
00,Riket,national,REG_NON_EUROPE,Fuera de Europa,2025-12-31,1313901.000000,10605529,12.388830,141,0,141,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
00,Riket,national,REG_AFRICA,África,2025-12-31,255506.000000,10605529,2.409177,53,0,53,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
00,Riket,national,REG_ASIA,Asia,2025-12-31,922691.000000,10605529,8.700094,48,0,48,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
00,Riket,national,REG_EUROPE_EX_SE,Europa (sin Suecia),2025-12-31,890638.000000,10605529,8.397865,43,0,43,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
00,Riket,national,REG_EUROPE,Europa (incluye Suecia),2025-12-31,9285531.000000,10605529,87.553681,44,0,44,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
00,Riket,national,REG_AMERICAS,América,2025-12-31,128884.000000,10605529,1.215253,34,0,34,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
00,Riket,national,REG_NORTHERN_AMERICA,América septentrional,2025-12-31,31037.000000,10605529,0.292649,3,0,3,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
00,Riket,national,REG_LATIN_AMERICA,América Latina y Caribe,2025-12-31,97847.000000,10605529,0.922604,31,0,31,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
00,Riket,national,REG_OCEANIA,Oceanía,2025-12-31,6820.000000,10605529,0.064306,6,0,6,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
00,Riket,national,REG_UNASSIGNED,Sin asignación continental,2025-12-31,6092.000000,10605529,0.057442,3,0,3,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
01,Stockholms län,county,REG_NON_EUROPE,Fuera de Europa,2025-12-31,426000.000000,2486251,17.134231,136,5,141,published_cell_subtotal,BZ;BT;SZ;PG;ST,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
01,Stockholms län,county,REG_AFRICA,África,2025-12-31,83880.000000,2486251,3.373754,51,2,53,published_cell_subtotal,SZ;ST,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
01,Stockholms län,county,REG_ASIA,Asia,2025-12-31,281801.000000,2486251,11.334375,47,1,48,published_cell_subtotal,BT,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
01,Stockholms län,county,REG_EUROPE_EX_SE,Europa (sin Suecia),2025-12-31,258446.000000,2486251,10.395008,43,0,43,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
01,Stockholms län,county,REG_EUROPE,Europa (incluye Suecia),2025-12-31,2057298.000000,2486251,82.746995,44,0,44,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
01,Stockholms län,county,REG_AMERICAS,América,2025-12-31,57827.000000,2486251,2.325871,33,1,34,published_cell_subtotal,BZ,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
01,Stockholms län,county,REG_NORTHERN_AMERICA,América septentrional,2025-12-31,11979.000000,2486251,0.481810,3,0,3,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
01,Stockholms län,county,REG_LATIN_AMERICA,América Latina y Caribe,2025-12-31,45848.000000,2486251,1.844062,30,1,31,published_cell_subtotal,BZ,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
01,Stockholms län,county,REG_OCEANIA,Oceanía,2025-12-31,2492.000000,2486251,0.100231,5,1,6,published_cell_subtotal,PG,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
01,Stockholms län,county,REG_UNASSIGNED,Sin asignación continental,2025-12-31,2952.000000,2486251,0.118733,3,0,3,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0114,Upplands Väsby,municipality,REG_NON_EUROPE,Fuera de Europa,2025-12-31,11864.000000,50495,23.495396,74,67,141,published_cell_subtotal,AO;BS;BH;BB;BZ;BJ;BM;BT;BW;BF;CF;CR;CY;DJ;DM;DO;GQ;SZ;FJ;GA;GD;GT;GN;GW;GY;HT;HN;HK;JM;KH;CV;LA;LS;LR;MG;MW;MV;ML;MR;MU;MZ;MM;NA;NE;KP;NZ;OM;PA;PG;PY;QA;LC;VC;WS;ST;SC;SG;SR;SS;TJ;TW;TD;TG;TO;TT;TM;ZW,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0114,Upplands Väsby,municipality,REG_AFRICA,África,2025-12-31,2056.000000,50495,4.071690,25,28,53,published_cell_subtotal,AO;BJ;BW;BF;CF;DJ;GQ;SZ;GA;GN;GW;CV;LS;LR;MG;MW;ML;MR;MU;MZ;NA;NE;ST;SC;SS;TD;TG;ZW,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0114,Upplands Väsby,municipality,REG_ASIA,Asia,2025-12-31,8698.000000,50495,17.225468,33,15,48,published_cell_subtotal,BH;BT;CY;HK;KH;LA;MV;MM;KP;OM;QA;SG;TJ;TW;TM,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0114,Upplands Väsby,municipality,REG_EUROPE_EX_SE,Europa (sin Suecia),2025-12-31,6127.000000,50495,12.133875,37,6,43,published_cell_subtotal,LU;MT;MC;ME;CH;SI,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0114,Upplands Väsby,municipality,REG_EUROPE,Europa (incluye Suecia),2025-12-31,38438.000000,50495,76.122388,38,6,44,published_cell_subtotal,LU;MT;MC;ME;CH;SI,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0114,Upplands Väsby,municipality,REG_AMERICAS,América,2025-12-31,1099.000000,50495,2.176453,15,19,34,published_cell_subtotal,BS;BB;BZ;BM;CR;DM;DO;GD;GT;GY;HT;HN;JM;PA;PY;LC;VC;SR;TT,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0114,Upplands Väsby,municipality,REG_NORTHERN_AMERICA,América septentrional,2025-12-31,118.000000,50495,0.233687,2,1,3,published_cell_subtotal,BM,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0114,Upplands Väsby,municipality,REG_LATIN_AMERICA,América Latina y Caribe,2025-12-31,981.000000,50495,1.942767,13,18,31,published_cell_subtotal,BS;BB;BZ;CR;DM;DO;GD;GT;GY;HT;HN;JM;PA;PY;LC;VC;SR;TT,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0114,Upplands Väsby,municipality,REG_OCEANIA,Oceanía,2025-12-31,11.000000,50495,0.021784,1,5,6,published_cell_subtotal,FJ;NZ;PG;WS;TO,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0114,Upplands Väsby,municipality,REG_UNASSIGNED,Sin asignación continental,2025-12-31,212.000000,50495,0.419844,3,0,3,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0115,Vallentuna,municipality,REG_NON_EUROPE,Fuera de Europa,2025-12-31,2563.000000,35361,7.248098,47,94,141,published_cell_subtotal,DZ;AO;AM;AZ;BS;BH;BB;BZ;BJ;BM;BT;BO;BW;BF;BI;CF;CR;CY;DJ;DM;DO;GQ;SV;CI;SZ;FJ;AE;GA;GE;GD;GT;GN;GW;GY;HT;HN;HK;JM;YE;JO;KH;CM;CV;CG;CU;KW;LA;LS;LR;LY;MG;MW;MY;MV;ML;MR;MU;MZ;MM;NA;NP;NI;NE;KP;NZ;OM;PS;PA;PG;PY;QA;RW;LC;VC;WS;ST;SN;SC;SL;SG;SO;SR;SS;TJ;TZ;TD;TG;TO;TT;TM;UY;VE;ZM;ZW,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0115,Vallentuna,municipality,REG_AFRICA,África,2025-12-31,275.000000,35361,0.777693,13,40,53,published_cell_subtotal,DZ;AO;BJ;BW;BF;BI;CF;DJ;GQ;CI;SZ;GA;GN;GW;CM;CV;CG;LS;LR;LY;MG;MW;ML;MR;MU;MZ;NA;NE;RW;ST;SN;SC;SL;SO;SS;TZ;TD;TG;ZM;ZW,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0115,Vallentuna,municipality,REG_ASIA,Asia,2025-12-31,1875.000000,35361,5.302452,24,24,48,published_cell_subtotal,AM;AZ;BH;BT;CY;AE;GE;HK;YE;JO;KH;KW;LA;MY;MV;MM;NP;KP;OM;PS;QA;SG;TJ;TM,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0115,Vallentuna,municipality,REG_EUROPE_EX_SE,Europa (sin Suecia),2025-12-31,3112.000000,35361,8.800656,33,10,43,published_cell_subtotal,XK;LU;MT;MC;ME;MK;PT;CS;SK;SI,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0115,Vallentuna,municipality,REG_EUROPE,Europa (incluye Suecia),2025-12-31,32585.000000,35361,92.149543,34,10,44,published_cell_subtotal,XK;LU;MT;MC;ME;MK;PT;CS;SK;SI,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0115,Vallentuna,municipality,REG_AMERICAS,América,2025-12-31,389.000000,35361,1.100082,9,25,34,published_cell_subtotal,BS;BB;BZ;BM;BO;CR;DM;DO;SV;GD;GT;GY;HT;HN;JM;CU;NI;PA;PY;LC;VC;SR;TT;UY;VE,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0115,Vallentuna,municipality,REG_NORTHERN_AMERICA,América septentrional,2025-12-31,133.000000,35361,0.376121,2,1,3,published_cell_subtotal,BM,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0115,Vallentuna,municipality,REG_LATIN_AMERICA,América Latina y Caribe,2025-12-31,256.000000,35361,0.723961,7,24,31,published_cell_subtotal,BS;BB;BZ;BO;CR;DM;DO;SV;GD;GT;GY;HT;HN;JM;CU;NI;PA;PY;LC;VC;SR;TT;UY;VE,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0115,Vallentuna,municipality,REG_OCEANIA,Oceanía,2025-12-31,24.000000,35361,0.067871,1,5,6,published_cell_subtotal,FJ;NZ;PG;WS;TO,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0115,Vallentuna,municipality,REG_UNASSIGNED,Sin asignación continental,2025-12-31,216.000000,35361,0.610842,2,1,3,published_cell_subtotal,ÖOF,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0117,Österåker,municipality,REG_NON_EUROPE,Fuera de Europa,2025-12-31,3702.000000,49943,7.412450,60,81,141,published_cell_subtotal,AO;AM;BS;BH;BB;BZ;BJ;BM;BT;BW;BF;CF;CR;CY;DJ;DM;DO;GQ;CI;SZ;FJ;GA;GD;GT;GN;GW;GY;HT;HN;HK;JM;YE;KH;CM;CV;KG;CG;KW;LA;LS;LR;LY;MG;MW;MV;ML;MR;MU;MZ;MM;NA;NP;NI;NE;KP;OM;PS;PA;PG;PY;QA;LC;VC;WS;ST;SN;SC;SL;SG;SR;SS;TJ;TD;TG;TO;TT;TM;UY;UZ;ZM;ZW,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0117,Österåker,municipality,REG_AFRICA,África,2025-12-31,404.000000,49943,0.808922,18,35,53,published_cell_subtotal,AO;BJ;BW;BF;CF;DJ;GQ;CI;SZ;GA;GN;GW;CM;CV;CG;LS;LR;LY;MG;MW;ML;MR;MU;MZ;NA;NE;ST;SN;SC;SL;SS;TD;TG;ZM;ZW,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0117,Österåker,municipality,REG_ASIA,Asia,2025-12-31,2467.000000,49943,4.939631,27,21,48,published_cell_subtotal,AM;BH;BT;CY;HK;YE;KH;KG;KW;LA;MV;MM;NP;KP;OM;PS;QA;SG;TJ;TM;UZ,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0117,Österåker,municipality,REG_EUROPE_EX_SE,Europa (sin Suecia),2025-12-31,5072.000000,49943,10.155577,34,9,43,published_cell_subtotal,XK;LU;MT;MC;ME;MK;CS;SK;SI,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0117,Österåker,municipality,REG_EUROPE,Europa (incluye Suecia),2025-12-31,45974.000000,49943,92.052940,35,9,44,published_cell_subtotal,XK;LU;MT;MC;ME;MK;CS;SK;SI,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0117,Österåker,municipality,REG_AMERICAS,América,2025-12-31,780.000000,49943,1.561780,13,21,34,published_cell_subtotal,BS;BB;BZ;BM;CR;DM;DO;GD;GT;GY;HT;HN;JM;NI;PA;PY;LC;VC;SR;TT;UY,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0117,Österåker,municipality,REG_NORTHERN_AMERICA,América septentrional,2025-12-31,187.000000,49943,0.374427,2,1,3,published_cell_subtotal,BM,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0117,Österåker,municipality,REG_LATIN_AMERICA,América Latina y Caribe,2025-12-31,593.000000,49943,1.187354,11,20,31,published_cell_subtotal,BS;BB;BZ;CR;DM;DO;GD;GT;GY;HT;HN;JM;NI;PA;PY;LC;VC;SR;TT;UY,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0117,Österåker,municipality,REG_OCEANIA,Oceanía,2025-12-31,51.000000,49943,0.102116,2,4,6,published_cell_subtotal,FJ;PG;WS;TO,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0117,Österåker,municipality,REG_UNASSIGNED,Sin asignación continental,2025-12-31,265.000000,49943,0.530605,3,0,3,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0120,Värmdö,municipality,REG_NON_EUROPE,Fuera de Europa,2025-12-31,2445.000000,46601,5.246669,49,92,141,published_cell_subtotal,DZ;AO;AM;BS;BH;BB;BZ;BJ;BM;BT;BW;BF;CF;CR;CY;DJ;DM;DO;GQ;SV;CI;SZ;FJ;AE;GA;GE;GH;GD;GT;GN;GW;GY;HT;HN;HK;ID;IL;YE;JO;KH;CM;CV;KZ;KG;CG;KW;LA;LS;LR;LY;MG;MW;MY;MV;ML;MR;MU;MZ;MM;NA;NP;NI;NE;KP;NZ;OM;PS;PA;PG;PY;QA;RW;LC;VC;WS;ST;SA;SN;SC;SL;SG;SR;SS;TJ;TD;TG;TO;TT;TM;UY;ZM;ZW,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0120,Värmdö,municipality,REG_AFRICA,África,2025-12-31,392.000000,46601,0.841184,15,38,53,published_cell_subtotal,DZ;AO;BJ;BW;BF;CF;DJ;GQ;CI;SZ;GA;GH;GN;GW;CM;CV;CG;LS;LR;LY;MG;MW;ML;MR;MU;MZ;NA;NE;RW;ST;SN;SC;SL;SS;TD;TG;ZM;ZW,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0120,Värmdö,municipality,REG_ASIA,Asia,2025-12-31,1391.000000,46601,2.984914,20,28,48,published_cell_subtotal,AM;BH;BT;CY;AE;GE;HK;ID;IL;YE;JO;KH;KZ;KG;KW;LA;MY;MV;MM;NP;KP;OM;PS;QA;SA;SG;TJ;TM,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0120,Värmdö,municipality,REG_EUROPE_EX_SE,Europa (sin Suecia),2025-12-31,3993.000000,46601,8.568486,34,9,43,published_cell_subtotal,XK;LU;MT;MC;ME;MK;CS;SK;SI,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0120,Värmdö,municipality,REG_EUROPE,Europa (incluye Suecia),2025-12-31,43916.000000,46601,94.238321,35,9,44,published_cell_subtotal,XK;LU;MT;MC;ME;MK;CS;SK;SI,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0120,Värmdö,municipality,REG_AMERICAS,América,2025-12-31,626.000000,46601,1.343319,13,21,34,published_cell_subtotal,BS;BB;BZ;BM;CR;DM;DO;SV;GD;GT;GY;HT;HN;NI;PA;PY;LC;VC;SR;TT;UY,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0120,Värmdö,municipality,REG_NORTHERN_AMERICA,América septentrional,2025-12-31,208.000000,46601,0.446342,2,1,3,published_cell_subtotal,BM,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0120,Värmdö,municipality,REG_LATIN_AMERICA,América Latina y Caribe,2025-12-31,418.000000,46601,0.896976,11,20,31,published_cell_subtotal,BS;BB;BZ;CR;DM;DO;SV;GD;GT;GY;HT;HN;NI;PA;PY;LC;VC;SR;TT;UY,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0120,Värmdö,municipality,REG_OCEANIA,Oceanía,2025-12-31,36.000000,46601,0.077252,1,5,6,published_cell_subtotal,FJ;NZ;PG;WS;TO,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0120,Värmdö,municipality,REG_UNASSIGNED,Sin asignación continental,2025-12-31,245.000000,46601,0.525740,3,0,3,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0123,Järfälla,municipality,REG_NON_EUROPE,Fuera de Europa,2025-12-31,24047.000000,90180,26.665558,87,54,141,published_cell_subtotal,BS;BH;BB;BZ;BM;BT;BW;BF;CF;CR;DJ;DM;GQ;SZ;FJ;GA;GD;GW;GY;HT;HK;JM;CV;LA;LS;LR;MG;MW;MV;ML;MR;MU;MZ;MM;NA;NE;KP;NZ;OM;PA;PG;PY;QA;LC;VC;WS;ST;SC;SR;SS;TD;TO;TT;TM,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0123,Järfälla,municipality,REG_AFRICA,África,2025-12-31,4984.000000,90180,5.526724,30,23,53,published_cell_subtotal,BW;BF;CF;DJ;GQ;SZ;GA;GW;CV;LS;LR;MG;MW;ML;MR;MU;MZ;NA;NE;ST;SC;SS;TD,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0123,Järfälla,municipality,REG_ASIA,Asia,2025-12-31,16968.000000,90180,18.815702,38,10,48,published_cell_subtotal,BH;BT;HK;LA;MV;MM;KP;OM;QA;TM,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0123,Järfälla,municipality,REG_EUROPE_EX_SE,Europa (sin Suecia),2025-12-31,9098.000000,90180,10.088711,39,4,43,published_cell_subtotal,LU;MT;MC;SI,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0123,Järfälla,municipality,REG_EUROPE,Europa (incluye Suecia),2025-12-31,65900.000000,90180,73.076070,40,4,44,published_cell_subtotal,LU;MT;MC;SI,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0123,Järfälla,municipality,REG_AMERICAS,América,2025-12-31,2057.000000,90180,2.280994,18,16,34,published_cell_subtotal,BS;BB;BZ;BM;CR;DM;GD;GY;HT;JM;PA;PY;LC;VC;SR;TT,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0123,Järfälla,municipality,REG_NORTHERN_AMERICA,América septentrional,2025-12-31,267.000000,90180,0.296075,2,1,3,published_cell_subtotal,BM,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0123,Järfälla,municipality,REG_LATIN_AMERICA,América Latina y Caribe,2025-12-31,1790.000000,90180,1.984919,16,15,31,published_cell_subtotal,BS;BB;BZ;CR;DM;GD;GY;HT;JM;PA;PY;LC;VC;SR;TT,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0123,Järfälla,municipality,REG_OCEANIA,Oceanía,2025-12-31,38.000000,90180,0.042138,1,5,6,published_cell_subtotal,FJ;NZ;PG;WS;TO,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
0123,Järfälla,municipality,REG_UNASSIGNED,Sin asignación continental,2025-12-31,231.000000,90180,0.256154,3,0,3,published_cell_subtotal,,https://www.statistikdatabasen.scb.se/pxweb/en/ssd/START__BE__BE0101__BE0101E/FolkmRegFlandKCKM/,https://unstats.un.org/unsd/methodology/m49/overview/
