district_id,district_name,municipality_name,county_name,election_year,population_year,rest_world_unknown_pct,selected_vote_pct,votes_s,votes_v,votes_mp,valid_votes,rest_world_unknown_residents_estimated,birth_population_estimated,coverage_quality,election_status
01140101,Övra Runby,Upplands Väsby,Stockholm,2026,2025,15.01602949707253,8.960915157292659,313,94,69,1049,290.99107,1937.869595,high_coverage,provisional
01140102,Mälaren,Upplands Väsby,Stockholm,2026,2025,10.520801104398519,5.391120507399577,275,51,70,946,131.190641,1246.964368,high_coverage,provisional
01140120,Edssjön,Upplands Väsby,Stockholm,2026,2025,19.406198114391383,8.141321044546851,426,106,60,1302,692.26059,3567.213866,high_coverage,provisional
01140121,Nedra Runby,Upplands Väsby,Stockholm,2026,2025,17.68073716328589,11.328976034858387,242,104,53,918,280.54215,1586.710709,high_coverage,provisional
01140126,Prästgårdsmarken,Upplands Väsby,Stockholm,2026,2025,18.486492006732096,13.427947598253276,303,123,49,916,278.436324,1506.160952,high_coverage,provisional
01140203,Folkparken,Upplands Väsby,Stockholm,2026,2025,24.422196669071493,10.886319845857418,305,113,50,1038,521.887531,2136.939351,high_coverage,provisional
01140204,Fysingen,Upplands Väsby,Stockholm,2026,2025,27.311428353256307,8.972972972972974,248,83,26,925,753.640165,2759.431529,high_coverage,provisional
01140206,Sigma,Upplands Väsby,Stockholm,2026,2025,40.53177644069971,24.86263736263736,292,181,21,728,666.811423,1645.157162,high_coverage,provisional
01140207,Odenslunda Södra,Upplands Väsby,Stockholm,2026,2025,16.8723704984287,6.944444444444445,241,70,40,1008,286.998201,1700.995133,high_coverage,provisional
01140209,Smedby Norra,Upplands Väsby,Stockholm,2026,2025,34.132509124537584,17.478991596638654,215,104,21,595,576.143869,1687.96225,high_coverage,provisional
01140210,Väsbyskogen Västra,Upplands Väsby,Stockholm,2026,2025,32.46991552046551,6.91114245416079,244,49,34,709,766.873102,2361.795803,high_coverage,provisional
01140211,Skälby,Upplands Väsby,Stockholm,2026,2025,27.9723842323164,12.295973884657236,267,113,24,919,487.00124,1741.007259,high_coverage,provisional
01140212,Smedby Södra,Upplands Väsby,Stockholm,2026,2025,26.771572689165033,12.771084337349398,260,106,17,830,540.26638,2018.059926,high_coverage,provisional
01140218,Korpkulla,Upplands Väsby,Stockholm,2026,2025,29.10603262102454,12.183235867446394,343,125,37,1026,508.159558,1745.890842,high_coverage,provisional
01140219,Ekebo,Upplands Väsby,Stockholm,2026,2025,32.83243706069617,18.958031837916064,273,131,24,691,211.796992,645.08459,high_coverage,provisional
01140223,Brunnby,Upplands Väsby,Stockholm,2026,2025,19.785840197257563,8.080808080808081,257,80,37,990,387.997912,1960.987798,high_coverage,provisional
01140224,Apoteksskogen,Upplands Väsby,Stockholm,2026,2025,34.47246758075402,14.592933947772657,266,95,37,651,666.887921,1934.552319,high_coverage,provisional
01140225,Väsbyskogen Östra,Upplands Väsby,Stockholm,2026,2025,35.66594548778184,25.163826998689384,338,192,18,763,326.416918,915.206126,high_coverage,provisional
01140231,Vilunda,Upplands Väsby,Stockholm,2026,2025,25.876839057962474,8.362369337979095,319,72,34,861,357.329012,1380.883543,high_coverage,provisional
01140232,Fyrklövern Norra,Upplands Väsby,Stockholm,2026,2025,35.61097418489291,14.126984126984127,244,89,20,630,589.023665,1654.050973,high_coverage,provisional
01140233,Fyrklövern Södra,Upplands Väsby,Stockholm,2026,2025,43.791427274421146,24.399260628465804,236,132,18,541,671.598153,1533.629285,high_coverage,provisional
01140313,Odenslunda Norra,Upplands Väsby,Stockholm,2026,2025,20.671675652811988,7.755102040816326,268,76,26,980,339.976202,1644.647525,high_coverage,provisional
01140314,Norra Bollstanäs,Upplands Väsby,Stockholm,2026,2025,8.145354842798563,2.8831562974203337,277,38,47,1318,130.443473,1601.446168,high_coverage,provisional
01140315,Sjukyrkoberget,Upplands Väsby,Stockholm,2026,2025,12.108385371944106,3.7661050545094152,284,38,29,1009,189.016577,1561.038662,high_coverage,provisional
01140316,Grimstaby,Upplands Väsby,Stockholm,2026,2025,12.173571821776989,5.11921458625526,368,73,54,1426,275.001671,2259.005615,high_coverage,provisional
01140317,Gamla Bollstanäs,Upplands Väsby,Stockholm,2026,2025,10.533970329271591,3.736479842674533,233,38,35,1017,162.009594,1537.972758,high_coverage,provisional
01140318,Frestaby,Upplands Väsby,Stockholm,2026,2025,10.39148450566812,2.903225806451613,209,27,37,930,171.04051,1645.968003,high_coverage,provisional
01140327,Östra Frestaby-Ekeby,Upplands Väsby,Stockholm,2026,2025,12.222541146583612,4.8270313757039425,283,60,40,1243,313.325549,2563.505782,high_coverage,provisional
01150101,1 Vallentuna västra,Vallentuna,Stockholm,2026,2025,6.1294187784283585,3.3665835411471323,124,27,30,802,118.652267,1935.783331,high_coverage,provisional
01150102,2 Markim-Orkesta,Vallentuna,Stockholm,2026,2025,3.8170029741967206,3.392705682782019,228,40,86,1179,68.170334,1785.964917,high_coverage,provisional
01150103,3 Hammarbacken N,Vallentuna,Stockholm,2026,2025,7.290763696559756,3.198781416603199,319,42,58,1313,119.062698,1633.06209,high_coverage,provisional
01150104,4 Hammarbacken S,Vallentuna,Stockholm,2026,2025,11.703591421699917,5.3886925795053005,281,61,61,1132,231.814037,1980.708559,high_coverage,provisional
01150105,5 Ormsta N,Vallentuna,Stockholm,2026,2025,7.460085305449605,3.5987748851454824,313,47,104,1306,163.981789,2198.12217,high_coverage,provisional
01150106,6 Vallentuna nordöstra,Vallentuna,Stockholm,2026,2025,7.417234060689183,3.434867141931303,302,53,85,1543,206.396756,2782.664728,high_coverage,provisional
01150107,7 Norrgården-Sörgården,Vallentuna,Stockholm,2026,2025,12.863691587758082,6.391478029294274,239,48,40,751,167.999657,1305.998794,high_coverage,provisional
01150108,8 Vallentuna C,Vallentuna,Stockholm,2026,2025,10.59731192995903,6.244864420706656,389,76,89,1217,227.27797,2144.675664,high_coverage,provisional
01150109,9 Ormsta S,Vallentuna,Stockholm,2026,2025,17.79993977955522,9.055727554179567,368,117,73,1292,433.529672,2435.568195,high_coverage,provisional
01150110,10 Lovisedal,Vallentuna,Stockholm,2026,2025,5.50452256357994,1.8691588785046729,314,26,82,1391,117.913906,2142.127762,high_coverage,provisional
01150111,11 Karlberg,Vallentuna,Stockholm,2026,2025,6.036401973654877,3.48993288590604,311,52,71,1490,170.516543,2824.804308,high_coverage,provisional
01150112,12 Vada-Angarn-Össeby,Vallentuna,Stockholm,2026,2025,4.1998042488161245,3.2710280373831777,224,42,92,1284,84.841111,2020.120605,high_coverage,provisional
01150113,13 Bällsta S,Vallentuna,Stockholm,2026,2025,6.472501057600258,1.408450704225352,186,17,59,1207,136.364964,2106.835716,high_coverage,provisional
01150114,14 Bällsta V,Vallentuna,Stockholm,2026,2025,7.318336966151034,4.192355117139334,354,68,92,1622,175.052439,2391.970195,high_coverage,provisional
01150115,15 Vallentuna sydöstra,Vallentuna,Stockholm,2026,2025,5.190821116472271,2.682926829268293,255,33,73,1230,90.858379,1750.366213,high_coverage,provisional
01150116,16 Garn,Vallentuna,Stockholm,2026,2025,4.397933976732509,3.4554973821989527,189,33,63,955,72.109212,1639.61561,high_coverage,provisional
01150117,17 Kårsta-Frösunda,Vallentuna,Stockholm,2026,2025,4.4316990795396345,5.016181229773463,185,62,99,1236,101.437828,2288.915068,high_coverage,provisional
01170001,Berga NV,Österåker,Stockholm,2026,2025,10.80528297451482,6.9384215091066785,347,80,56,1153,192.911732,1785.346413,high_coverage,provisional
01170002,Berga SÖ,Österåker,Stockholm,2026,2025,13.107057902660982,7.492795389048991,313,78,50,1041,215.376623,1643.211044,high_coverage,provisional
01170003,Björksättra-Högsättra,Österåker,Stockholm,2026,2025,8.261137476908424,5.052430886558628,267,53,55,1049,116.01822,1404.385538,high_coverage,provisional
01170004,Brevik,Österåker,Stockholm,2026,2025,4.185561144217917,1.6483516483516483,225,21,73,1274,85.483857,2042.35117,high_coverage,provisional
01170005,Flaxenvik-Grindmossen,Österåker,Stockholm,2026,2025,6.778807632254554,2.981895633652822,188,28,38,939,128.209498,1891.328165,high_coverage,provisional
01170006,Fredsborg,Österåker,Stockholm,2026,2025,7.032315479998537,3.4777303233679073,294,57,74,1639,229.454328,3262.856006,high_coverage,provisional
01170007,Hacksta V,Österåker,Stockholm,2026,2025,20.53069056593113,14.046822742474916,303,126,29,897,451.830688,2200.757381,high_coverage,provisional
01170008,Hacksta Ö,Österåker,Stockholm,2026,2025,13.602049384657464,6.335797254487856,292,60,48,947,263.795026,1939.377064,high_coverage,provisional
01170009,Ljusterö,Österåker,Stockholm,2026,2025,3.842675621015733,3.188775510204082,296,50,75,1568,84.999864,2211.996858,high_coverage,provisional
01170010,Margretelund,Österåker,Stockholm,2026,2025,4.519240301716477,2.3848684210526314,203,29,65,1216,93.822082,2076.058712,high_coverage,provisional
01170011,Roslagskulla-Åsättra,Österåker,Stockholm,2026,2025,3.927383582535275,3.5900783289817233,312,55,76,1532,114.896374,2925.519537,high_coverage,provisional
01170012,Runö,Österåker,Stockholm,2026,2025,13.888424011215383,6.379310344827586,332,74,51,1160,273.639923,1970.273393,high_coverage,provisional
01170013,Rydbo,Österåker,Stockholm,2026,2025,4.334151127071051,1.937984496124031,164,20,54,1032,65.515911,1511.620363,high_coverage,provisional
01170014,Skånsta,Österåker,Stockholm,2026,2025,6.569266640061841,3.116651825467498,254,35,65,1123,122.396164,1863.163283,high_coverage,provisional
01170015,Skärgårdsstad,Österåker,Stockholm,2026,2025,4.994814409888422,2.31935771632471,155,26,33,1121,70.748383,1416.436672,high_coverage,provisional
01170016,Smedby,Österåker,Stockholm,2026,2025,6.230666808703736,4.448938321536906,242,44,73,989,112.310481,1802.543523,high_coverage,provisional
01170017,Svinninge,Österåker,Stockholm,2026,2025,4.516895994366813,1.8645121193287757,215,30,95,1609,108.504291,2402.187058,high_coverage,provisional
01170018,Säby,Österåker,Stockholm,2026,2025,5.497189843208861,3.4140969162995596,168,31,51,908,79.524357,1446.636541,high_coverage,provisional
01170019,Söra N,Österåker,Stockholm,2026,2025,8.864954622694192,3.2967032967032965,387,48,78,1456,252.98447,2853.759334,high_coverage,provisional
01170020,Söra S,Österåker,Stockholm,2026,2025,12.750647220051865,8.40751730959446,307,85,46,1011,140.993912,1105.778472,high_coverage,provisional
01170021,Tråsättra,Österåker,Stockholm,2026,2025,6.660107362060178,4.790823211875844,372,71,76,1482,139.54878,2095.29325,high_coverage,provisional
01170022,Tuna,Österåker,Stockholm,2026,2025,8.013450010065151,2.8019323671497585,272,29,64,1035,186.812076,2331.231564,high_coverage,provisional
01170023,Åkerstorp,Österåker,Stockholm,2026,2025,7.335673841616615,6.309420916162489,308,73,72,1157,143.52491,1956.533416,high_coverage,provisional
01170024,Österskär V,Österåker,Stockholm,2026,2025,4.769163601996418,2.0592020592020592,263,32,86,1554,87.486713,1834.424656,high_coverage,provisional
01170025,Österskär Ö,Österåker,Stockholm,2026,2025,2.9056390271232426,1.5224358974358974,183,19,63,1248,57.206165,1968.798067,high_coverage,provisional
01200101,Värmdö 1 Saltarö,Värmdö,Stockholm,2026,2025,4.454529708331785,3.0991735537190084,197,30,68,968,68.462718,1536.923592,high_coverage,provisional
01200102,Värmdö 2 Strömma m.fl.,Värmdö,Stockholm,2026,2025,4.053102460108716,2.931937172774869,143,28,40,955,62.968522,1553.588211,high_coverage,provisional
01200103,Värmdö 3 Ängsvik,Värmdö,Stockholm,2026,2025,3.6193797517140496,5.174234424498416,168,49,82,947,50.812005,1403.887088,high_coverage,provisional
01200104,Värmdö 4 Hemmesta,Värmdö,Stockholm,2026,2025,8.349261751065963,7.195121951219512,244,59,43,820,130.420028,1562.054609,high_coverage,provisional
01200105,Värmdö 5 Vik,Värmdö,Stockholm,2026,2025,3.452846932302125,1.7514595496246872,249,21,63,1199,63.914312,1851.061262,high_coverage,provisional
01200106,Värmdö 6 Kopparmora,Värmdö,Stockholm,2026,2025,3.085550155158439,3.3333333333333335,229,34,44,1020,49.547949,1605.805983,high_coverage,provisional
01200107,Värmdö 7 Haghulta Kolvik,Värmdö,Stockholm,2026,2025,3.5548145890574463,3.3206831119544593,225,35,60,1054,60.974314,1715.260036,high_coverage,provisional
01200108,Värmdö 8 Herrviksnäs m.fl.,Värmdö,Stockholm,2026,2025,3.779690924547179,2.366863905325444,177,28,75,1183,75.174421,1988.903921,high_coverage,provisional
01200109,Värmdö 9 Torsby,Värmdö,Stockholm,2026,2025,6.118816865385868,4.18041804180418,161,38,46,909,99.57208,1627.309367,high_coverage,provisional
01200301,Djurö 1 Vindö,Värmdö,Stockholm,2026,2025,4.567807531655198,3.357314148681055,188,28,46,834,56.264369,1231.758751,high_coverage,provisional
01200302,Djurö 2 Björkås Barnvik,Värmdö,Stockholm,2026,2025,6.093570654850087,4.850746268656716,179,39,35,804,74.040765,1215.063699,high_coverage,provisional
01200303,Djurö 3 Stavsnäs,Värmdö,Stockholm,2026,2025,8.514612731590903,6.646825396825397,203,67,90,1008,144.212395,1693.704688,high_coverage,provisional
01200501,Ingarö 1 Lillängsdal Fagerholm,Värmdö,Stockholm,2026,2025,5.1173804986853195,4.072398190045249,192,36,59,884,73.720621,1440.592917,high_coverage,provisional
01200502,Ingarö 2 Säby Eknäs,Värmdö,Stockholm,2026,2025,4.063612170658739,2.816901408450704,214,32,84,1136,68.942822,1696.589613,high_coverage,provisional
01200503,Ingarö 3 Ingaröstrand,Värmdö,Stockholm,2026,2025,3.2589526835252647,2.200303490136571,225,29,61,1318,68.806613,2111.310586,high_coverage,provisional
01200504,Ingarö 4 Klacknäset,Värmdö,Stockholm,2026,2025,4.1397318196086115,5.00544069640914,207,46,95,919,61.340724,1481.755985,high_coverage,provisional
01200505,Ingarö 5 Lämshaga Brunn,Värmdö,Stockholm,2026,2025,5.833326662697636,5.027322404371585,182,46,62,915,74.789763,1282.111689,high_coverage,provisional
01200601,Gustavsberg 1 Lugnet,Värmdö,Stockholm,2026,2025,6.889557890344676,7.60233918128655,364,91,112,1197,123.527845,1792.972016,high_coverage,provisional
01200602,Gustavsberg 2 Tallåsen,Värmdö,Stockholm,2026,2025,5.881158369683979,4.704463208685163,231,39,97,829,74.640904,1269.153104,high_coverage,provisional
01200603,Gustavsberg 3 Munkmora,Värmdö,Stockholm,2026,2025,15.303388950365061,12.050534499514091,344,124,58,1029,291.933245,1907.637883,high_coverage,provisional
01200604,Gustavsberg 4 Höjdhagen m.fl.,Värmdö,Stockholm,2026,2025,4.368888314371761,4.5358649789029535,311,43,137,948,76.931037,1760.883581,high_coverage,provisional
01200605,Gustavsberg 5 Ösbydalen m.fl.,Värmdö,Stockholm,2026,2025,5.7093204777381485,6.451612903225806,241,54,52,837,77.978391,1365.808616,high_coverage,provisional
01200606,Gustavsberg 6 Ormingelandet,Värmdö,Stockholm,2026,2025,3.592022283255162,1.988950276243094,157,18,69,905,49.772972,1385.653208,high_coverage,provisional
01200607,Gustavsberg 7 Farsta och Hamnområdet,Värmdö,Stockholm,2026,2025,5.530211464438251,4.20353982300885,244,38,120,904,135.549979,2451.081299,high_coverage,provisional
01200608,Gustavsberg 8 Mörtnäs,Värmdö,Stockholm,2026,2025,4.296253204616943,2.170138888888889,205,25,95,1152,68.703105,1599.140035,high_coverage,provisional
01200609,Gustavsberg 9 Mölnvik m.fl.,Värmdö,Stockholm,2026,2025,4.801421145192243,4.956896551724138,253,46,65,928,100.717267,2097.655339,high_coverage,provisional
01200610,Gustavsberg 10 Charlottendal m.fl.,Värmdö,Stockholm,2026,2025,6.695021527731538,4.708520179372197,264,42,54,892,80.882112,1208.093382,high_coverage,provisional
01200611,Gustavsberg 11 Porslinskvarteren S,Värmdö,Stockholm,2026,2025,8.244868189836813,4.970414201183432,238,42,41,845,77.22457,936.638018,high_coverage,provisional
01200612,Gustavsberg 12 Porslinskvarteren N,Värmdö,Stockholm,2026,2025,8.416037883858047,5.430932703659977,231,46,72,847,53.647373,637.442152,high_coverage,provisional
01200613,Gustavsberg 13 Hästhagen,Värmdö,Stockholm,2026,2025,6.030081507248509,10.107816711590296,251,75,62,742,71.527933,1186.185177,high_coverage,provisional
01230201,Norra Barkarby,Järfälla,Stockholm,2026,2025,23.584981726771247,12.717536813922356,551,190,98,1494,614.04615,2603.547279,high_coverage,provisional
01230202,Södra Barkarby,Järfälla,Stockholm,2026,2025,15.596751654220055,7.503607503607504,358,104,97,1386,344.997954,2211.985942,high_coverage,provisional
01230203,Skälby Gård Västra,Järfälla,Stockholm,2026,2025,14.763876444070608,6.774193548387097,364,84,56,1240,322.004478,2181.029347,high_coverage,provisional
01230204,Orgona,Järfälla,Stockholm,2026,2025,14.870227603312907,7.03953712632594,308,73,58,1037,284.073825,1910.352905,high_coverage,provisional
01230205,Neptuni,Järfälla,Stockholm,2026,2025,17.44790205574082,9.455587392550143,420,132,72,1396,417.010354,2390.031493,high_coverage,provisional
01230206,Skälby Gård Östra,Järfälla,Stockholm,2026,2025,15.320344311302046,5.7835820895522385,218,62,47,1072,274.999136,1794.993183,high_coverage,provisional
01230207,Barkarbystaden,Järfälla,Stockholm,2026,2025,36.390878566879906,25.123639960435213,327,254,38,1011,1097.888034,3016.931927,high_coverage,provisional
01230208,Kalvshälla,Järfälla,Stockholm,2026,2025,29.239666600546983,19.431643625192013,481,253,65,1302,919.674164,3145.296342,high_coverage,provisional
01230209,Karlslund,Järfälla,Stockholm,2026,2025,33.272934728856676,16.402116402116402,253,124,26,756,453.53784,1363.08337,high_coverage,provisional
01230210,Dragonbacken,Järfälla,Stockholm,2026,2025,35.06784300688496,22.938530734632682,248,153,35,667,723.087059,2061.966169,high_coverage,provisional
01230211,Ålsta,Järfälla,Stockholm,2026,2025,36.01067984531616,25.821596244131456,216,165,26,639,279.720716,776.77155,high_coverage,provisional
01230212,Kyrkbyn,Järfälla,Stockholm,2026,2025,28.236621343809706,13.602941176470589,144,74,54,544,148.825276,527.064744,high_coverage,provisional
01230213,Västra Barkarbystaden,Järfälla,Stockholm,2026,2025,32.879867004772805,19.51219512195122,123,72,13,369,133.577943,406.260594,high_coverage,provisional
01230306,Fjällen,Järfälla,Stockholm,2026,2025,10.445973447312,4.636363636363637,327,51,56,1100,170.996249,1636.958488,high_coverage,provisional
01230307,Sandvik,Järfälla,Stockholm,2026,2025,12.960239184362802,6.168080185042405,367,80,72,1297,264.000426,2037.00273,high_coverage,provisional
