district_id,district_name,rest_world_unknown_pct,selected_vote_pct
01140101,Övra Runby,15.01602949707253,38.79885605338418
01140102,Mälaren,10.520801104398519,34.46088794926004
01140120,Edssjön,19.406198114391383,40.86021505376344
01140121,Nedra Runby,17.68073716328589,37.690631808278866
01140126,Prästgårdsmarken,18.486492006732096,46.506550218340614
01140203,Folkparken,24.422196669071493,40.26974951830443
01140204,Fysingen,27.311428353256307,35.78378378378378
01140206,Sigma,40.53177644069971,64.97252747252747
01140207,Odenslunda Södra,16.8723704984287,30.853174603174605
01140209,Smedby Norra,34.132509124537584,53.61344537815126
01140210,Väsbyskogen Västra,32.46991552046551,41.325811001410436
01140211,Skälby,27.9723842323164,41.34929270946681
01140212,Smedby Södra,26.771572689165033,44.096385542168676
01140218,Korpkulla,29.10603262102454,45.6140350877193
01140219,Ekebo,32.83243706069617,58.465991316931984
01140223,Brunnby,19.785840197257563,34.04040404040404
01140224,Apoteksskogen,34.47246758075402,55.4531490015361
01140225,Väsbyskogen Östra,35.66594548778184,69.46264744429882
01140231,Vilunda,25.876839057962474,45.412311265969805
01140232,Fyrklövern Norra,35.61097418489291,52.857142857142854
01140233,Fyrklövern Södra,43.791427274421146,68.02218114602587
01140313,Odenslunda Norra,20.671675652811988,35.10204081632653
01140314,Norra Bollstanäs,8.145354842798563,23.899848254931715
01140315,Sjukyrkoberget,12.108385371944106,31.912784935579783
01140316,Grimstaby,12.173571821776989,30.925666199158485
01140317,Gamla Bollstanäs,10.533970329271591,26.64700098328417
01140318,Frestaby,10.39148450566812,25.376344086021504
01140327,Östra Frestaby-Ekeby,12.222541146583612,27.59452936444087
01150101,1 Vallentuna västra,6.1294187784283585,18.82793017456359
01150102,2 Markim-Orkesta,3.8170029741967206,22.731128074639525
01150103,3 Hammarbacken N,7.290763696559756,27.494287890327495
01150104,4 Hammarbacken S,11.703591421699917,30.21201413427562
01150105,5 Ormsta N,7.460085305449605,27.56508422664625
01150106,6 Vallentuna nordöstra,7.417234060689183,23.007128969539856
01150107,7 Norrgården-Sörgården,12.863691587758082,38.21571238348868
01150108,8 Vallentuna C,10.59731192995903,38.20870994248151
01150109,9 Ormsta S,17.79993977955522,37.538699690402474
01150110,10 Lovisedal,5.50452256357994,24.442846872753414
01150111,11 Karlberg,6.036401973654877,24.36241610738255
01150112,12 Vada-Angarn-Össeby,4.1998042488161245,20.71651090342679
01150113,13 Bällsta S,6.472501057600258,16.818558409279206
01150114,14 Bällsta V,7.318336966151034,26.017262638717632
01150115,15 Vallentuna sydöstra,5.190821116472271,23.414634146341463
01150116,16 Garn,4.397933976732509,23.24607329842932
01150117,17 Kårsta-Frösunda,4.4316990795396345,19.983818770226538
01170001,Berga NV,10.80528297451482,37.0338248048569
01170002,Berga SÖ,13.107057902660982,37.56003842459174
01170003,Björksättra-Högsättra,8.261137476908424,30.505243088655863
01170004,Brevik,4.185561144217917,19.309262166405023
01170005,Flaxenvik-Grindmossen,6.778807632254554,23.003194888178914
01170006,Fredsborg,7.032315479998537,21.41549725442343
01170007,Hacksta V,20.53069056593113,47.82608695652174
01170008,Hacksta Ö,13.602049384657464,37.17001055966209
01170009,Ljusterö,3.842675621015733,22.066326530612244
01170010,Margretelund,4.519240301716477,19.07894736842105
01170011,Roslagskulla-Åsättra,3.927383582535275,23.9556135770235
01170012,Runö,13.888424011215383,35.0
01170013,Rydbo,4.334151127071051,17.829457364341085
01170014,Skånsta,6.569266640061841,25.734639358860196
01170015,Skärgårdsstad,4.994814409888422,16.146297948260482
01170016,Smedby,6.230666808703736,28.918099089989887
01170017,Svinninge,4.516895994366813,15.226848974518335
01170018,Säby,5.497189843208861,21.916299559471366
01170019,Söra N,8.864954622694192,29.876373626373628
01170020,Söra S,12.750647220051865,38.77349159248269
01170021,Tråsättra,6.660107362060178,29.89203778677463
01170022,Tuna,8.013450010065151,29.082125603864736
01170023,Åkerstorp,7.335673841616615,32.92999135695765
01170024,Österskär V,4.769163601996418,18.98326898326898
01170025,Österskär Ö,2.9056390271232426,16.185897435897434
01200101,Värmdö 1 Saltarö,4.454529708331785,23.450413223140497
01200102,Värmdö 2 Strömma m.fl.,4.053102460108716,17.905759162303664
01200103,Värmdö 3 Ängsvik,3.6193797517140496,22.914466737064412
01200104,Värmdö 4 Hemmesta,8.349261751065963,36.951219512195124
01200105,Värmdö 5 Vik,3.452846932302125,22.51876563803169
01200106,Värmdö 6 Kopparmora,3.085550155158439,25.784313725490197
01200107,Värmdö 7 Haghulta Kolvik,3.5548145890574463,24.667931688804554
01200108,Värmdö 8 Herrviksnäs m.fl.,3.779690924547179,17.32882502113271
01200109,Värmdö 9 Torsby,6.118816865385868,21.892189218921892
01200301,Djurö 1 Vindö,4.567807531655198,25.899280575539567
01200302,Djurö 2 Björkås Barnvik,6.093570654850087,27.114427860696516
01200303,Djurö 3 Stavsnäs,8.514612731590903,26.785714285714285
01200501,Ingarö 1 Lillängsdal Fagerholm,5.1173804986853195,25.79185520361991
01200502,Ingarö 2 Säby Eknäs,4.063612170658739,21.654929577464788
01200503,Ingarö 3 Ingaröstrand,3.2589526835252647,19.271623672230653
01200504,Ingarö 4 Klacknäset,4.1397318196086115,27.529923830250272
01200505,Ingarö 5 Lämshaga Brunn,5.833326662697636,24.918032786885245
01200601,Gustavsberg 1 Lugnet,6.889557890344676,38.01169590643275
01200602,Gustavsberg 2 Tallåsen,5.881158369683979,32.56936067551266
01200603,Gustavsberg 3 Munkmora,15.303388950365061,45.481049562682216
01200604,Gustavsberg 4 Höjdhagen m.fl.,4.368888314371761,37.34177215189873
01200605,Gustavsberg 5 Ösbydalen m.fl.,5.7093204777381485,35.24492234169654
01200606,Gustavsberg 6 Ormingelandet,3.592022283255162,19.337016574585636
01200607,Gustavsberg 7 Farsta och Hamnområdet,5.530211464438251,31.194690265486727
01200608,Gustavsberg 8 Mörtnäs,4.296253204616943,19.96527777777778
01200609,Gustavsberg 9 Mölnvik m.fl.,4.801421145192243,32.2198275862069
01200610,Gustavsberg 10 Charlottendal m.fl.,6.695021527731538,34.30493273542601
01200611,Gustavsberg 11 Porslinskvarteren S,8.244868189836813,33.13609467455621
01200612,Gustavsberg 12 Porslinskvarteren N,8.416037883858047,32.70365997638725
01200613,Gustavsberg 13 Hästhagen,6.030081507248509,43.935309973045825
01230201,Norra Barkarby,23.584981726771247,49.59839357429719
01230202,Södra Barkarby,15.596751654220055,33.333333333333336
01230203,Skälby Gård Västra,14.763876444070608,36.12903225806452
01230204,Orgona,14.870227603312907,36.74059787849566
01230205,Neptuni,17.44790205574082,39.541547277936964
01230206,Skälby Gård Östra,15.320344311302046,26.119402985074625
01230207,Barkarbystaden,36.390878566879906,57.467853610286845
01230208,Kalvshälla,29.239666600546983,56.374807987711215
01230209,Karlslund,33.272934728856676,49.86772486772487
01230210,Dragonbacken,35.06784300688496,60.11994002998501
