region_code,region_name,level,category_code,category_name,source_category_code,published_count,population_denominator,pct_all_residents,reference_date,source_url
1315,Hylte,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,6288,10094,62.294432,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1380,Halmstad,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,21854,106315,20.555895,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1380,Halmstad,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,7815,106315,7.350797,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1380,Halmstad,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,7935,106315,7.463669,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1380,Halmstad,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,68712,106315,64.630579,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1381,Laholm,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,3988,26565,15.012234,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1381,Laholm,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,1054,26565,3.967627,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1381,Laholm,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,1689,26565,6.357990,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1381,Laholm,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,19834,26565,74.662149,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1382,Falkenberg,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,7204,47321,15.223685,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1382,Falkenberg,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,2323,47321,4.909026,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1382,Falkenberg,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,3232,47321,6.829949,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1382,Falkenberg,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,34563,47321,73.039454,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1383,Varberg,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,8172,69460,11.765045,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1383,Varberg,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,2376,69460,3.420674,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1383,Varberg,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,4888,69460,7.037144,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1383,Varberg,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,54024,69460,77.777138,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1384,Kungsbacka,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,8367,86332,9.691655,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1384,Kungsbacka,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,1962,86332,2.272622,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1384,Kungsbacka,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,6921,86332,8.016726,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1384,Kungsbacka,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,69082,86332,80.018996,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
14,Västra Götalands län,county,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,371641,1777803,20.904510,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
14,Västra Götalands län,county,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,125946,1777803,7.084362,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
14,Västra Götalands län,county,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,142645,1777803,8.023667,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
14,Västra Götalands län,county,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,1137567,1777803,63.987236,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1401,Härryda,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,5378,40011,13.441304,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1401,Härryda,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,1886,40011,4.713704,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1401,Härryda,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,3646,40011,9.112494,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1401,Härryda,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,29101,40011,72.732499,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1402,Partille,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,8976,41164,21.805461,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1402,Partille,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,3235,41164,7.858809,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1402,Partille,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,3880,41164,9.425712,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1402,Partille,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,25074,41164,60.912448,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1407,Öckerö,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,863,12863,6.709166,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1407,Öckerö,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,129,12863,1.002876,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1407,Öckerö,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,875,12863,6.802457,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1407,Öckerö,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,11000,12863,85.516598,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1415,Stenungsund,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,3301,27854,11.851081,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1415,Stenungsund,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,879,27854,3.155741,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1415,Stenungsund,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,2199,27854,7.894737,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1415,Stenungsund,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,21472,27854,77.087671,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1419,Tjörn,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1475,16003,9.217022,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1419,Tjörn,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,329,16003,2.055865,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1419,Tjörn,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,1061,16003,6.630007,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1419,Tjörn,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,13140,16003,82.109604,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1421,Orust,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1498,15363,9.750700,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1421,Orust,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,284,15363,1.848597,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1421,Orust,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,1021,15363,6.645837,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1421,Orust,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,12562,15363,81.767884,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1427,Sotenäs,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,997,9036,11.033643,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1427,Sotenäs,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,179,9036,1.980965,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1427,Sotenäs,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,651,9036,7.204515,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1427,Sotenäs,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,7208,9036,79.769810,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1430,Munkedal,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1189,10272,11.575156,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1430,Munkedal,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,292,10272,2.842679,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1430,Munkedal,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,685,10272,6.668614,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1430,Munkedal,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,8105,10272,78.903816,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1435,Tanum,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1537,12677,12.124320,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1435,Tanum,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,274,12677,2.161395,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1435,Tanum,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,948,12677,7.478110,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1435,Tanum,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,9919,12677,78.244064,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1438,Dals-Ed,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,694,4571,15.182673,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1438,Dals-Ed,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,102,4571,2.231459,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1438,Dals-Ed,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,393,4571,8.597681,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1438,Dals-Ed,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,3383,4571,74.010063,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1439,Färgelanda,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,670,6288,10.655216,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1439,Färgelanda,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,150,6288,2.385496,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1439,Färgelanda,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,442,6288,7.029262,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1439,Färgelanda,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,5030,6288,79.993639,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1440,Ale,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,6160,32620,18.884120,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1440,Ale,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,2696,32620,8.264868,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1440,Ale,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,3098,32620,9.497241,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1440,Ale,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,20668,32620,63.359902,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1441,Lerum,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,4919,43752,11.242915,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1441,Lerum,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,1699,43752,3.883251,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1441,Lerum,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,4013,43752,9.172152,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1441,Lerum,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,33122,43752,75.703968,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1442,Vårgårda,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1782,12472,14.288005,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1442,Vårgårda,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,566,12472,4.538165,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1442,Vårgårda,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,905,12472,7.256254,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1442,Vårgårda,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,9218,12472,73.909557,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1443,Bollebygd,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1064,9784,10.874898,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1443,Bollebygd,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,316,9784,3.229763,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1443,Bollebygd,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,833,9784,8.513900,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1443,Bollebygd,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,7574,9784,77.412101,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1444,Grästorp,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,438,5602,7.818636,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1444,Grästorp,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,109,5602,1.945734,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1444,Grästorp,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,319,5602,5.694395,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1444,Grästorp,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,4740,5602,84.612638,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1445,Essunga,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,517,5559,9.300234,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1445,Essunga,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,122,5559,2.194639,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1445,Essunga,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,365,5559,6.565929,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1445,Essunga,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,4557,5559,81.975175,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1446,Karlsborg,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,642,7047,9.110260,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1446,Karlsborg,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,119,7047,1.688662,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1446,Karlsborg,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,346,7047,4.909891,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1446,Karlsborg,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,5945,7047,84.362140,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1447,Gullspång,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,847,4949,17.114569,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1447,Gullspång,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,204,4949,4.122045,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1447,Gullspång,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,265,4949,5.354617,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1447,Gullspång,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,3628,4949,73.307739,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1452,Tranemo,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,2138,11873,18.007243,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1452,Tranemo,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,727,11873,6.123137,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1452,Tranemo,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,831,11873,6.999074,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1452,Tranemo,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,8180,11873,68.895814,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1460,Bengtsfors,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1678,8955,18.738135,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1460,Bengtsfors,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,307,8955,3.428252,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
1460,Bengtsfors,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,643,8955,7.180346,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
