region_code,region_name,level,category_code,category_name,source_category_code,published_count,population_denominator,pct_all_residents,reference_date,source_url
0642,Mullsjö,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,558,7546,7.394646,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0642,Mullsjö,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,5854,7546,77.577525,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0643,Habo,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1109,13511,8.208127,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0643,Habo,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,298,13511,2.205610,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0643,Habo,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,869,13511,6.431796,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0643,Habo,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,11230,13511,83.117460,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0662,Gislaved,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,7295,28641,25.470479,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0662,Gislaved,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,2540,28641,8.868405,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0662,Gislaved,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,2022,28641,7.059809,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0662,Gislaved,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,16785,28641,58.604797,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0665,Vaggeryd,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,2736,14943,18.309576,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0665,Vaggeryd,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,917,14943,6.136653,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0665,Vaggeryd,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,922,14943,6.170113,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0665,Vaggeryd,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,10372,14943,69.410426,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0680,Jönköping,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,30545,148152,20.617339,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0680,Jönköping,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,11082,148152,7.480156,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0680,Jönköping,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,9696,148152,6.544630,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0680,Jönköping,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,96833,148152,65.360576,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0682,Nässjö,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,6347,31474,20.165851,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0682,Nässjö,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,2111,31474,6.707123,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0682,Nässjö,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,1555,31474,4.940586,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0682,Nässjö,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,21458,31474,68.176908,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0683,Värnamo,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,7197,34534,20.840331,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0683,Värnamo,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,2516,34534,7.285574,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0683,Värnamo,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,2305,34534,6.674582,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0683,Värnamo,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,22509,34534,65.179244,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0684,Sävsjö,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,2238,11531,19.408551,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0684,Sävsjö,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,616,11531,5.342121,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0684,Sävsjö,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,591,11531,5.125314,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0684,Sävsjö,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,8080,11531,70.071980,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0685,Vetlanda,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,4663,27313,17.072456,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0685,Vetlanda,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,1344,27313,4.920734,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0685,Vetlanda,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,1441,27313,5.275876,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0685,Vetlanda,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,19865,27313,72.730934,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0686,Eksjö,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,2656,17660,15.039638,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0686,Eksjö,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,692,17660,3.918460,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0686,Eksjö,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,877,17660,4.966025,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0686,Eksjö,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,13430,17660,76.047565,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0687,Tranås,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,2980,18555,16.060361,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0687,Tranås,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,815,18555,4.392347,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0687,Tranås,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,877,18555,4.726489,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0687,Tranås,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,13880,18555,74.804635,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
07,Kronobergs län,county,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,43216,203121,21.275988,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
07,Kronobergs län,county,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,12522,203121,6.164798,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
07,Kronobergs län,county,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,12565,203121,6.185968,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
07,Kronobergs län,county,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,134816,203121,66.372261,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0760,Uppvidinge,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1959,8911,21.984065,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0760,Uppvidinge,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,410,8911,4.601055,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0760,Uppvidinge,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,490,8911,5.498822,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0760,Uppvidinge,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,6051,8911,67.904837,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0761,Lessebo,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1958,8115,24.128158,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0761,Lessebo,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,503,8115,6.198398,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0761,Lessebo,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,456,8115,5.619224,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0761,Lessebo,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,5193,8115,63.992606,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0763,Tingsryd,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,2128,11896,17.888366,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0763,Tingsryd,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,358,11896,3.009415,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0763,Tingsryd,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,579,11896,4.867182,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0763,Tingsryd,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,8829,11896,74.218225,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0764,Alvesta,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,3987,19687,20.251943,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0764,Alvesta,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,1273,19687,6.466196,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0764,Alvesta,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,1055,19687,5.358866,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0764,Alvesta,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,13366,19687,67.892518,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0765,Älmhult,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,4676,17579,26.599920,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0765,Älmhult,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,994,17579,5.654474,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0765,Älmhult,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,979,17579,5.569145,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0765,Älmhult,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,10934,17579,62.199215,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0767,Markaryd,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,2369,9862,24.021497,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0767,Markaryd,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,620,9862,6.286757,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0767,Markaryd,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,697,9862,7.067532,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0767,Markaryd,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,6174,9862,62.603934,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0780,Växjö,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,20399,98940,20.617546,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0780,Växjö,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,6923,98940,6.997170,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0780,Växjö,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,6580,98940,6.650495,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0780,Växjö,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,65038,98940,65.734789,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0781,Ljungby,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,5740,28132,20.403811,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0781,Ljungby,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,1434,28132,5.097398,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0781,Ljungby,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,1732,28132,6.156690,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0781,Ljungby,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,19229,28132,68.352766,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
08,Kalmar län,county,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,37096,245477,15.111803,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
08,Kalmar län,county,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,8993,245477,3.663480,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
08,Kalmar län,county,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,13339,245477,5.433910,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
08,Kalmar län,county,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,186052,245477,75.792029,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0821,Högsby,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1267,5134,24.678613,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0821,Högsby,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,219,5134,4.265680,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0821,Högsby,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,223,5134,4.343592,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0821,Högsby,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,3426,5134,66.731593,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0834,Torsås,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,743,6919,10.738546,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0834,Torsås,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,106,6919,1.532013,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0834,Torsås,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,346,6919,5.000723,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0834,Torsås,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,5726,6919,82.757624,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0840,Mörbylånga,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1377,16306,8.444744,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0840,Mörbylånga,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,276,16306,1.692628,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0840,Mörbylånga,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,858,16306,5.261867,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0840,Mörbylånga,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,13795,16306,84.600760,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0860,Hultsfred,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,2878,13484,21.343815,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0860,Hultsfred,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,568,13484,4.212400,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0860,Hultsfred,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,667,13484,4.946603,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0860,Hultsfred,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,9370,13484,69.489766,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0861,Mönsterås,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1751,12978,13.492063,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0861,Mönsterås,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,357,12978,2.750809,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0861,Mönsterås,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,667,12978,5.139467,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0861,Mönsterås,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,10199,12978,78.586839,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0862,Emmaboda,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,1814,8807,20.597252,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0862,Emmaboda,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,303,8807,3.440445,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0862,Emmaboda,municipality,PARENT_MIXED,Nacidos en Suecia · un padre fuera,5,531,8807,6.029295,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0862,Emmaboda,municipality,PARENT_BOTH_SWEDEN,Nacidos en Suecia · ambos padres en Suecia,6,6155,8807,69.887589,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0880,Kalmar,municipality,PARENT_FOREIGN_BORN,Nacidos fuera de Suecia,08,11732,73068,16.056276,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
0880,Kalmar,municipality,PARENT_BOTH_FOREIGN,Nacidos en Suecia · ambos padres fuera,4,3220,73068,4.406854,2025-12-31,https://www.statistikdatabasen.scb.se/pxweb/sv/ssd/START__BE__BE0101__BE0101Q/UtlSvBakgFinCKM/
