district_id,district_name,municipality_name,county_name,election_year,population_year,rest_world_unknown_pct,svmp_vote_pct,votes_s,votes_v,votes_mp,valid_votes,rest_world_unknown_residents_estimated,birth_population_estimated,coverage_quality,election_status
01880107,Norrtälje - Grind,Norrtälje,Stockholm,2026,2025,4.920048479111339,40.90520922288642,374,46,59,1171,71.693078,1457.162024,high_coverage,provisional
01880108,Norrtälje - Solbacka - Fågelsången,Norrtälje,Stockholm,2026,2025,4.0841710723882265,41.865844255975325,425,48,70,1297,54.343712,1330.593431,high_coverage,provisional
01880110,Norrtälje - Vigelsjö,Norrtälje,Stockholm,2026,2025,12.108629501829332,50.606394707828,315,106,38,907,191.391911,1580.624058,high_coverage,provisional
01880111,Norrtälje - Stadskärnan,Norrtälje,Stockholm,2026,2025,3.8909830709724877,38.96907216494845,399,77,91,1455,77.003779,1979.031458,high_coverage,provisional
01880112,Norrtälje - Bältartorp,Norrtälje,Stockholm,2026,2025,6.02327668482127,38.73295910184443,360,70,53,1247,83.666379,1389.0509,high_coverage,provisional
01880113,Norrtälje - Norra,Norrtälje,Stockholm,2026,2025,4.9747954348177865,44.608399545970485,280,53,60,881,78.605522,1580.075463,high_coverage,provisional
01880114,Norrtälje - Norrtälje hamn,Norrtälje,Stockholm,2026,2025,7.227222646349622,28.0,201,16,28,875,97.653409,1351.188607,high_coverage,provisional
01880115,Norrtälje - Östra,Norrtälje,Stockholm,2026,2025,3.8249155772384786,31.085714285714285,198,32,42,875,83.253596,2176.612642,high_coverage,provisional
01880201,Väddö Södra,Norrtälje,Stockholm,2026,2025,4.179213672840463,32.68348623853211,198,41,46,872,47.422244,1134.716904,high_coverage,provisional
01880301,Väddö Norra,Norrtälje,Stockholm,2026,2025,1.9610930754815783,34.189031505250874,204,33,56,857,22.317968,1138.037163,high_coverage,provisional
01880302,Älmsta,Norrtälje,Stockholm,2026,2025,6.012194329869714,37.2236958443855,290,66,65,1131,100.67612,1674.532034,high_coverage,provisional
01880501,Hallsta - Centrum,Norrtälje,Stockholm,2026,2025,15.092235632809565,46.92556634304207,357,66,12,927,237.323683,1572.488588,high_coverage,provisional
01880502,Hallsta - Norra,Norrtälje,Stockholm,2026,2025,16.401911955729776,45.784695201037614,281,59,13,771,252.863803,1541.672725,high_coverage,provisional
01880503,Herräng,Norrtälje,Stockholm,2026,2025,2.56540680863375,37.78735632183908,196,35,32,696,25.184953,981.713813,high_coverage,provisional
01880504,Edebo och Häverö,Norrtälje,Stockholm,2026,2025,3.4261138052725877,33.705357142857146,383,41,29,1344,72.377848,2112.534846,high_coverage,provisional
01880801,Edsbro och Ununge,Norrtälje,Stockholm,2026,2025,2.88749766834155,34.59069020866774,295,56,80,1246,51.687216,1790.0349,high_coverage,provisional
01880901,Fasterna,Norrtälje,Stockholm,2026,2025,4.017319705853528,30.776515151515152,210,52,63,1056,69.720747,1735.50407,high_coverage,provisional
01881001,Rimbo - Bålbro-Västertorp,Norrtälje,Stockholm,2026,2025,15.398739011777685,37.605238540692234,301,76,25,1069,301.329589,1956.845874,high_coverage,provisional
01881002,Rimbo - Centrum - Långsjö,Norrtälje,Stockholm,2026,2025,8.34714287189027,37.84355179704017,260,64,34,946,129.082008,1546.421452,high_coverage,provisional
01881003,Rimbo - Östra & Rö,Norrtälje,Stockholm,2026,2025,5.356513787739994,31.640979147778786,224,58,67,1103,115.024616,2147.378324,high_coverage,provisional
01881004,Rimbo - Håsta-Vallby,Norrtälje,Stockholm,2026,2025,10.681317834915637,43.277723258096174,336,77,28,1019,172.104414,1611.265732,high_coverage,provisional
01881101,Skederid och Husby-Sjuhundra,Norrtälje,Stockholm,2026,2025,3.2337289712564905,30.15267175572519,223,40,53,1048,52.749346,1631.223472,high_coverage,provisional
01881401,Gottröra och Närtuna,Norrtälje,Stockholm,2026,2025,3.3877803620273217,26.09117361784675,180,45,44,1031,55.995435,1652.864974,high_coverage,provisional
01881601,Lohärad - Malsta,Norrtälje,Stockholm,2026,2025,1.3624943745772609,28.45953002610966,163,17,38,766,15.730632,1154.546565,high_coverage,provisional
01881801,Estuna,Norrtälje,Stockholm,2026,2025,3.9904737713965086,33.00970873786408,191,33,48,824,61.937302,1552.129034,high_coverage,provisional
01881901,Söderbykarl,Norrtälje,Stockholm,2026,2025,3.445333081072619,29.49886104783599,185,37,37,878,45.697995,1326.373791,high_coverage,provisional
01882001,Roslags-Bro,Norrtälje,Stockholm,2026,2025,2.608103769334798,29.386343993085568,226,47,67,1157,44.751666,1715.869841,high_coverage,provisional
01882101,Vätö,Norrtälje,Stockholm,2026,2025,2.4807528397930736,32.27771010962241,204,16,45,821,28.999836,1168.993361,high_coverage,provisional
01882201,Rådmansö - Västra,Norrtälje,Stockholm,2026,2025,2.577818954520473,28.905419766206165,200,21,51,941,33.068809,1282.821237,high_coverage,provisional
01882202,Rådmansö - Östra,Norrtälje,Stockholm,2026,2025,2.6079136396635656,29.152542372881356,172,35,51,885,31.587758,1211.227148,high_coverage,provisional
01882301,Frötuna - Östra,Norrtälje,Stockholm,2026,2025,2.1172173072738327,29.515757109915448,300,32,52,1301,38.361176,1811.867675,high_coverage,provisional
01882302,Frötuna - Västra,Norrtälje,Stockholm,2026,2025,7.0438547040502195,33.86363636363637,210,37,51,880,105.326904,1495.302053,high_coverage,provisional
01882401,Blidö,Norrtälje,Stockholm,2026,2025,1.1461371346058933,34.36724565756824,197,35,45,806,12.000078,1047.001937,high_coverage,provisional
01882501,Bergshamra,Norrtälje,Stockholm,2026,2025,2.7976105237235034,30.89311859443631,281,60,81,1366,54.689608,1954.86854,high_coverage,provisional
01882502,Hysingsvik,Norrtälje,Stockholm,2026,2025,2.0312346592055004,30.048780487804876,209,39,60,1025,27.946443,1375.835277,high_coverage,provisional
01882601,Riala,Norrtälje,Stockholm,2026,2025,2.3422637008313507,28.712871287128714,189,38,63,1010,40.327943,1721.750757,high_coverage,provisional
01910101,Sjudargården-S:t Per,Sigtuna,Stockholm,2026,2025,6.677464328937881,23.67986798679868,192,27,68,1212,113.352853,1697.54337,high_coverage,provisional
01910102,Centrala Sigtuna-Utsikten-Viken,Sigtuna,Stockholm,2026,2025,6.345556320864643,27.131782945736433,280,40,65,1419,93.211787,1468.930103,high_coverage,provisional
01910103,Brännbo-Klockbacken,Sigtuna,Stockholm,2026,2025,15.30920242706179,30.75523202911738,208,53,77,1099,237.347075,1550.355586,high_coverage,provisional
01910122,Norra Sigtuna-Prästängen,Sigtuna,Stockholm,2026,2025,9.142509008035788,24.978540772532188,203,31,57,1165,297.614483,3255.28236,high_coverage,provisional
01910125,Stadsängarna-Ragvaldsbo,Sigtuna,Stockholm,2026,2025,14.52387929186032,36.36363636363637,186,51,27,726,132.176476,910.063168,high_coverage,provisional
01910204,Munkholmen,Sigtuna,Stockholm,2026,2025,8.393374237419511,21.248630887185104,138,26,30,913,114.308608,1361.890996,high_coverage,provisional
01910205,Björkbacka-Charlottenberg-Til,Sigtuna,Stockholm,2026,2025,12.898659610003973,25.838264299802763,178,52,32,1014,218.543898,1694.314794,high_coverage,provisional
01910226,Rävsta-Steningehöjden,Sigtuna,Stockholm,2026,2025,21.578808805708558,36.24454148471616,220,72,40,916,508.056478,2354.423187,high_coverage,provisional
01910605,Arenberga,Sigtuna,Stockholm,2026,2025,25.500949295335914,41.44282425172678,364,121,55,1303,626.15064,2455.401298,high_coverage,provisional
01910606,Östra Norrbacka-Rolsta,Sigtuna,Stockholm,2026,2025,38.88658879951415,57.29032258064516,276,140,28,775,893.763181,2298.384118,high_coverage,provisional
01910607,Gamla Märsta,Sigtuna,Stockholm,2026,2025,29.98161591855655,53.34088335220838,309,132,30,883,845.981918,2821.668853,high_coverage,provisional
01910608,Sätuna,Sigtuna,Stockholm,2026,2025,30.04407797588773,50.0,320,116,33,938,413.347248,1375.80274,high_coverage,provisional
01910609,Norra Ekilla,Sigtuna,Stockholm,2026,2025,18.302591313410897,39.38618925831202,219,57,32,782,252.291401,1378.446345,high_coverage,provisional
01910610,Centrala Märsta,Sigtuna,Stockholm,2026,2025,33.85529626132864,50.130548302872064,260,94,30,766,925.407478,2733.420115,high_coverage,provisional
01910611,Sundveda-Södra Ekilla,Sigtuna,Stockholm,2026,2025,29.775382522682705,48.57954545454545,330,150,33,1056,502.076861,1686.214646,high_coverage,provisional
01910612,Tingvalla,Sigtuna,Stockholm,2026,2025,53.44306934442596,74.39393939393939,290,182,19,660,658.438392,1232.037007,high_coverage,provisional
01910617,Odensala,Sigtuna,Stockholm,2026,2025,7.363768613420516,23.042998897464166,143,34,32,907,110.997724,1507.349427,high_coverage,provisional
01910624,Nymärsta,Sigtuna,Stockholm,2026,2025,36.304336566507665,62.900763358778626,256,135,21,655,365.348992,1006.350829,high_coverage,provisional
01910819,Norra Rosersberg-Skånela,Sigtuna,Stockholm,2026,2025,9.489675715428808,25.27114967462039,163,34,36,922,118.01394,1243.603507,high_coverage,provisional
01910820,Södra Rosersberg,Sigtuna,Stockholm,2026,2025,16.989605760929972,34.21658986175115,223,43,31,868,263.083666,1548.497768,high_coverage,provisional
01910918,Lunda-Skepptuna-Vidbo,Sigtuna,Stockholm,2026,2025,3.855371738028033,28.170731707317074,175,25,31,820,48.362891,1254.428737,high_coverage,provisional
01911213,Östra Valsta,Sigtuna,Stockholm,2026,2025,50.60728800247132,69.57104557640751,316,183,20,746,1138.391934,2249.462437,high_coverage,provisional
01911214,Norra Valsta,Sigtuna,Stockholm,2026,2025,46.81183733603671,70.26647966339411,286,184,31,713,1342.900768,2868.720487,high_coverage,provisional
01911215,Valsta Centrum,Sigtuna,Stockholm,2026,2025,52.04522283343359,70.53333333333333,329,160,40,750,1255.875797,2413.047209,high_coverage,provisional
01911216,Östra Steninge,Sigtuna,Stockholm,2026,2025,31.414114160091916,50.80545229244114,263,126,21,807,499.007067,1588.480466,high_coverage,provisional
01911221,Västra Steninge,Sigtuna,Stockholm,2026,2025,24.035279834586518,46.85314685314685,408,150,45,1287,263.896674,1097.955488,high_coverage,provisional
01911223,Södra Valsta,Sigtuna,Stockholm,2026,2025,48.62039046915811,70.02212389380531,384,226,23,904,748.900417,1540.301116,high_coverage,provisional
01911224,Steninge slottsby,Sigtuna,Stockholm,2026,2025,25.475039263910986,35.1575456053068,301,95,28,1206,1218.156055,4781.763209,high_coverage,provisional
01920101,Nynäshamn  1 Sandhamn,Nynäshamn,Stockholm,2026,2025,5.677733893002789,40.0,240,36,46,805,76.976689,1355.764297,high_coverage,provisional
01920102,Nynäshamn  2 Estö Ö,Nynäshamn,Stockholm,2026,2025,8.27439345428954,37.175141242937855,236,42,51,885,122.420609,1479.511576,high_coverage,provisional
01920103,Nynäshamn  3 Estö V,Nynäshamn,Stockholm,2026,2025,8.238169385563635,41.283422459893046,274,47,65,935,164.860384,2001.177401,high_coverage,provisional
01920104,Nynäshamn  4 Centrala Nynäs,Nynäshamn,Stockholm,2026,2025,7.496390229739932,44.9215524360033,409,58,77,1211,146.815244,1958.479208,high_coverage,provisional
01920105,Nynäshamn  5 Gröndal,Nynäshamn,Stockholm,2026,2025,12.995832656915338,50.079744816586924,216,64,34,627,139.022475,1069.746577,high_coverage,provisional
01920107,Nynäshamn  7 Via,Nynäshamn,Stockholm,2026,2025,4.271441318212856,42.673107890499196,409,52,69,1242,90.105437,2109.485541,high_coverage,provisional
01920108,Nynäshamn  8 Kullsta,Nynäshamn,Stockholm,2026,2025,7.104913953366941,41.580756013745706,269,51,43,873,99.060318,1394.250777,high_coverage,provisional
01920109,Nynäshamn  9 Nicksta,Nynäshamn,Stockholm,2026,2025,28.391749170012794,59.851694915254235,357,168,40,944,631.38656,2223.838187,high_coverage,provisional
01920110,Nynäshamn 10 Vaktberget,Nynäshamn,Stockholm,2026,2025,18.185226633736267,44.44444444444444,347,132,53,1197,467.42078,2570.332443,high_coverage,provisional
01920111,Nynäshamn 11 Hacktorp,Nynäshamn,Stockholm,2026,2025,5.997791529035286,38.63013698630137,221,27,34,730,61.112338,1018.914007,high_coverage,provisional
01920218,Nynäshamn 18 Sorunda S,Nynäshamn,Stockholm,2026,2025,3.445413077263813,31.666666666666668,268,46,47,1140,60.002428,1741.516232,high_coverage,provisional
01920219,Nynäshamn 19 Mellersta Sorunda,Nynäshamn,Stockholm,2026,2025,3.4526700198119826,27.745664739884393,227,23,38,1038,65.526304,1897.844382,high_coverage,provisional
01920220,Nynäshamn 20 Sorunda N,Nynäshamn,Stockholm,2026,2025,3.5614699067690267,28.365384615384617,285,50,78,1456,85.833214,2410.050239,high_coverage,provisional
01920317,Nynäshamn 17 Torö,Nynäshamn,Stockholm,2026,2025,3.5367941830016307,28.77358490566038,91,7,24,424,14.300516,404.335544,high_coverage,provisional
01920413,Nynäshamn 13 Ösmo V,Nynäshamn,Stockholm,2026,2025,13.486223051149944,39.40217391304348,220,47,23,736,225.267944,1670.35606,high_coverage,provisional
01920414,Nynäshamn 14 Ösmo Ö,Nynäshamn,Stockholm,2026,2025,12.860080573487334,46.59318637274549,318,108,39,998,271.819788,2113.670956,high_coverage,provisional
01920415,Nynäshamn 15 Ösmo S,Nynäshamn,Stockholm,2026,2025,7.530229039019559,35.237173281703775,251,74,39,1033,112.689275,1496.491998,high_coverage,provisional
01920416,Nynäshamn 16 Ösmo N,Nynäshamn,Stockholm,2026,2025,2.8421296694065954,27.596153846153847,186,28,73,1040,48.379711,1702.234473,high_coverage,provisional
03050101,Mansängen - Draget,Håbo,Uppsala,2026,2025,22.625176471915793,40.80416976917349,366,148,34,1343,809.428312,3577.555795,high_coverage,provisional
03050102,Skörby - Gillmarken,Håbo,Uppsala,2026,2025,6.214296187778929,28.929765886287626,256,37,53,1196,147.046781,2366.266051,high_coverage,provisional
03050103,Västerängen - Åkerby,Håbo,Uppsala,2026,2025,5.916036500922114,31.90909090909091,268,46,37,1100,132.07412,2232.476422,high_coverage,provisional
03050104,Råby - Frösunda,Håbo,Uppsala,2026,2025,3.1373159148723286,22.95623451692816,212,25,41,1211,47.550878,1515.65476,high_coverage,provisional
03050106,Väppeby äng - Kalmarsand,Håbo,Uppsala,2026,2025,5.950391186720639,30.78880407124682,266,56,41,1179,120.230891,2020.554401,high_coverage,provisional
03050107,Väppebyberget - Viby äng,Håbo,Uppsala,2026,2025,4.91433227329374,27.1513353115727,283,34,49,1348,101.797966,2071.450613,high_coverage,provisional
03050206,Gamla Bålsta - Pomona,Håbo,Uppsala,2026,2025,7.174799403672701,36.17777777777778,312,63,32,1125,110.910078,1545.828277,high_coverage,provisional
03050207,Åsenområdet,Håbo,Uppsala,2026,2025,5.952581643758255,33.391761612620506,288,49,44,1141,121.89002,2047.683296,high_coverage,provisional
03050309,Häggeby - Övergran,Håbo,Uppsala,2026,2025,4.66504633427722,24.47833065810594,203,45,57,1246,84.990783,1821.863641,high_coverage,provisional
03050310,Krägga - Graneberg,Håbo,Uppsala,2026,2025,6.274105781347047,26.327769347496208,259,52,36,1318,123.166019,1963.084833,high_coverage,provisional
03050410,Skokloster,Håbo,Uppsala,2026,2025,5.0906024073477205,26.090993500464254,191,51,39,1077,105.914108,2080.58103,high_coverage,provisional
03190106,Gårdskär,Älvkarleby,Uppsala,2026,2025,4.193459049225049,39.31203931203931,125,13,22,407,21.855705,521.185607,high_coverage,provisional
03190107,Östanån,Älvkarleby,Uppsala,2026,2025,3.7712891987555683,37.563025210084035,374,33,40,1190,67.420122,1787.720815,high_coverage,provisional
03190108,Älvkarleö bruk - Marma,Älvkarleby,Uppsala,2026,2025,3.987253412956336,36.006051437216335,181,25,32,661,42.177868,1057.817591,high_coverage,provisional
03190202,Jungfruholmen,Älvkarleby,Uppsala,2026,2025,8.873750439530102,38.90649762282092,385,74,32,1262,187.250819,2110.165485,high_coverage,provisional
03190204,Skutskärs Centrum,Älvkarleby,Uppsala,2026,2025,18.234075765107203,51.51964418087472,473,178,44,1349,453.015074,2484.442205,high_coverage,provisional
03190205,Boda,Älvkarleby,Uppsala,2026,2025,5.02453462716474,39.37442502299908,378,35,15,1087,81.280276,1617.667745,high_coverage,provisional
03303259,Lagga - Östuna,Knivsta,Uppsala,2026,2025,2.948144588997077,27.68860353130016,223,42,80,1246,60.460215,2050.788663,high_coverage,provisional
03303363,Vassunda,Knivsta,Uppsala,2026,2025,3.706568688538899,30.484037075180225,179,36,81,971,57.950667,1563.458602,high_coverage,provisional
03303364,Norra Alsike,Knivsta,Uppsala,2026,2025,8.552908605859205,32.41232731137088,212,44,49,941,132.013255,1543.489602,high_coverage,provisional
03303365,Vrå,Knivsta,Uppsala,2026,2025,7.967010914749339,32.06429780033841,256,55,68,1182,135.266952,1697.838166,high_coverage,provisional
03303366,Boängen,Knivsta,Uppsala,2026,2025,7.050586356635251,27.027027027027028,182,24,54,962,129.546033,1837.379566,high_coverage,provisional
03303369,Sågen,Knivsta,Uppsala,2026,2025,15.366169380686273,43.69063772048847,182,93,47,737,253.222432,1647.92165,high_coverage,provisional
03303566,Tallbacken,Knivsta,Uppsala,2026,2025,18.364255667393543,49.74747474747475,222,104,68,792,182.043304,991.291492,high_coverage,provisional
03303567,Östra Knivsta,Knivsta,Uppsala,2026,2025,4.479768853767229,36.94581280788177,272,57,121,1218,81.925534,1828.789312,high_coverage,provisional
03303568,Södra Knivsta,Knivsta,Uppsala,2026,2025,18.17930989943293,40.29126213592233,346,135,100,1442,553.501224,3044.676762,high_coverage,provisional
03303570,Västra Knivsta,Knivsta,Uppsala,2026,2025,13.446915171927774,44.818304172274566,413,122,131,1486,293.172157,2180.218684,high_coverage,provisional
03303571,Gredelby,Knivsta,Uppsala,2026,2025,10.12054484899484,44.00785854616896,280,63,105,1018,216.898278,2143.148232,high_coverage,provisional
03303775,Husby - Långhundra,Knivsta,Uppsala,2026,2025,2.345059117194008,20.59973924380704,118,22,18,767,28.000006,1194.000006,high_coverage,provisional
03310101,Västerlövsta Västra - Enåker,Heby,Uppsala,2026,2025,8.986039507044074,41.525995948683324,451,116,48,1481,215.660577,2399.951356,high_coverage,provisional
03310102,Västerlövsta Östra - Huddunge,Heby,Uppsala,2026,2025,7.160979017808665,34.14080242240727,339,63,49,1321,174.424507,2435.763414,high_coverage,provisional
03310405,Morgongåva,Heby,Uppsala,2026,2025,10.94594724611322,40.483768300445576,419,116,101,1571,289.688977,2646.540957,high_coverage,provisional
03310508,Tärnsjö,Heby,Uppsala,2026,2025,3.045452302812492,28.4,333,50,43,1500,72.438101,2378.566262,high_coverage,provisional
03310609,Östervåla,Heby,Uppsala,2026,2025,4.147439152175885,33.11097634930261,446,57,43,1649,104.206995,2512.562359,high_coverage,provisional
03310711,Harbo,Heby,Uppsala,2026,2025,3.134818021320565,30.024610336341265,267,51,48,1219,59.58084,1900.615589,high_coverage,provisional
03600101,Vallskoga,Tierp,Uppsala,2026,2025,5.01033655025607,38.19386909693455,359,67,35,1207,90.869778,1813.646191,high_coverage,provisional
03600102,Tierps köping södra,Tierp,Uppsala,2026,2025,17.73487940523534,56.932153392330385,452,99,28,1017,345.340637,1947.239838,high_coverage,provisional
03600103,Tierps köping norra,Tierp,Uppsala,2026,2025,8.141641368763343,40.688259109311744,320,46,36,988,121.320886,1490.128102,high_coverage,provisional
03600104,Svanby,Tierp,Uppsala,2026,2025,14.77617753883283,45.34101825168108,368,78,26,1041,187.563023,1269.360919,high_coverage,provisional
03600302,Örbyhus Sydväst,Tierp,Uppsala,2026,2025,5.557867892065923,46.846846846846844,241,60,63,777,76.266149,1372.219536,high_coverage,provisional
03600303,Örbyhus Nordost,Tierp,Uppsala,2026,2025,5.629149798809631,45.40229885057471,247,69,79,870,74.030249,1315.123094,high_coverage,provisional
03600305,Vendel,Tierp,Uppsala,2026,2025,2.494323505336686,31.18881118881119,141,32,50,715,26.706193,1070.678801,high_coverage,provisional
03600406,Tobo,Tierp,Uppsala,2026,2025,6.636829795230856,39.473684210526315,177,42,51,684,68.363282,1030.059292,high_coverage,provisional
03600508,Kyrkbyn,Tierp,Uppsala,2026,2025,8.419784442602738,27.376425855513308,163,29,24,789,141.260987,1677.726882,high_coverage,provisional
03600510,Månkarbo,Tierp,Uppsala,2026,2025,2.6138910939848325,28.75143184421535,192,19,40,873,34.997254,1338.894879,high_coverage,provisional
03600611,Söderfors,Tierp,Uppsala,2026,2025,11.600913735170687,45.40983606557377,430,100,24,1220,252.779627,2178.963078,high_coverage,provisional
03600713,Västland - Karlholm,Tierp,Uppsala,2026,2025,4.621668288241064,40.8130081300813,420,48,34,1230,88.501861,1914.933212,high_coverage,provisional
03600817,Skärplinge,Tierp,Uppsala,2026,2025,1.3601418039496143,36.317567567567565,347,29,54,1184,22.999975,1690.998316,high_coverage,provisional
03600918,Hållnäs,Tierp,Uppsala,2026,2025,1.3029319426902146,37.89004457652303,197,24,34,673,12.000024,921.001597,high_coverage,provisional
03800001,Fjärdingen-Vasaparken,Uppsala,Uppsala,2026,2025,4.88345545313274,37.63326226012793,177,55,121,938,61.014428,1249.410967,high_coverage,provisional
03800002,Fjärdingen-Sankt Johannes,Uppsala,Uppsala,2026,2025,10.06084050546381,54.519505233111325,214,124,235,1051,152.832836,1519.086163,high_coverage,provisional
03800003,Fjärdingen-Odinslund,Uppsala,Uppsala,2026,2025,7.334709124679762,47.30046948356807,185,71,147,852,88.050579,1200.464497,high_coverage,provisional
03800004,Luthagen östra,Uppsala,Uppsala,2026,2025,8.88163408546274,51.97604790419162,191,71,172,835,108.002427,1216.019777,high_coverage,provisional
03800005,Fjärdingen-Orphei Drängars plats,Uppsala,Uppsala,2026,2025,6.718377992571566,41.666666666666664,163,60,137,864,79.938749,1189.851912,high_coverage,provisional
03800006,Centrum-Linnéträdgården-Mikaelsplan,Uppsala,Uppsala,2026,2025,10.215641439294407,48.31552999178307,319,135,134,1217,174.630009,1709.437533,high_coverage,provisional
03800008,Centrum-Stora torget,Uppsala,Uppsala,2026,2025,25.672942080693133,42.00848656294201,174,71,52,707,331.895762,1292.78429,high_coverage,provisional
03800009,Centrum södra,Uppsala,Uppsala,2026,2025,11.04808176062176,44.044665012406945,221,76,58,806,130.077385,1177.375293,high_coverage,provisional
03800010,Centrum-Samariterhemmet,Uppsala,Uppsala,2026,2025,13.21304610878041,48.92008639308855,249,108,96,926,184.056388,1392.989826,high_coverage,provisional
03800011,Höganäs västra,Uppsala,Uppsala,2026,2025,9.52335925377264,44.5945945945946,240,86,136,1036,157.567934,1654.541531,high_coverage,provisional
03800012,Centrum-Höganäs-Kvarnen,Uppsala,Uppsala,2026,2025,10.431893894670585,49.379932356257044,250,103,85,887,90.460431,867.152522,high_coverage,provisional
03800013,Fålhagen-Östra station,Uppsala,Uppsala,2026,2025,8.849925157147633,45.374015748031496,241,99,121,1016,128.80963,1455.488354,high_coverage,provisional
03800014,Kungsängen mellersta,Uppsala,Uppsala,2026,2025,8.579919814389715,44.766839378238345,285,49,98,965,114.612133,1335.81823,high_coverage,provisional
03800015,Kungsängen södra,Uppsala,Uppsala,2026,2025,19.37389518355696,50.31674208144796,307,150,99,1105,342.040038,1765.46861,high_coverage,provisional
03800016,Kungsängen-Hovstallängen,Uppsala,Uppsala,2026,2025,12.7211076010527,49.13127413127413,288,106,115,1036,290.541598,2283.933185,high_coverage,provisional
03800017,Kungsängen västra,Uppsala,Uppsala,2026,2025,9.305668630788352,40.31719532554257,312,66,105,1198,155.833224,1674.605342,high_coverage,provisional
03800018,Kungsängen nordöstra,Uppsala,Uppsala,2026,2025,14.50952382427381,56.905660377358494,398,211,145,1325,180.906463,1246.811854,high_coverage,provisional
03800042,Svartbäcken södra,Uppsala,Uppsala,2026,2025,11.661741096321744,52.17741935483871,354,149,144,1240,254.445668,2181.884042,high_coverage,provisional
03800043,Svartbäcken-Fyrishov,Uppsala,Uppsala,2026,2025,6.585579585842222,57.93650793650794,253,87,98,756,91.760825,1393.359898,high_coverage,provisional
03800044,Tuna backar,Uppsala,Uppsala,2026,2025,8.012348586593747,61.49358226371062,307,124,96,857,83.039026,1036.388084,high_coverage,provisional
03800045,Bärby hage-Tunaberg,Uppsala,Uppsala,2026,2025,5.065562923525144,49.16317991631799,446,107,152,1434,108.245565,2136.891134,high_coverage,provisional
03800048,Svartbäcken norra,Uppsala,Uppsala,2026,2025,5.449543011433237,46.79399727148704,389,110,187,1466,124.098065,2277.219663,high_coverage,provisional
03800049,Kapellgärdet-Tornet,Uppsala,Uppsala,2026,2025,10.915428170975096,45.70247933884298,371,100,82,1210,175.525991,1608.054107,high_coverage,provisional
03800050,Kapellgärdet norra,Uppsala,Uppsala,2026,2025,13.19131883381992,50.11037527593819,428,151,102,1359,294.271954,2230.800102,high_coverage,provisional
03800051,Kapellgärdet-Djäknegatan,Uppsala,Uppsala,2026,2025,19.638838164804106,59.00253592561285,327,205,166,1183,332.83468,1694.777854,high_coverage,provisional
03800052,Kapellgärdet-Väktargatan,Uppsala,Uppsala,2026,2025,23.209936954302474,63.18181818181818,268,170,118,880,320.680764,1381.652887,high_coverage,provisional
03800053,Kapellgärdet-Kantorsgatan,Uppsala,Uppsala,2026,2025,29.22212965613447,71.90697674418605,282,268,223,1075,692.119473,2368.477182,high_coverage,provisional
03800055,Höganäs östra,Uppsala,Uppsala,2026,2025,11.136671083311642,51.568627450980394,274,119,133,1020,177.653722,1595.213872,high_coverage,provisional
03800056,Kvarngärdet södra,Uppsala,Uppsala,2026,2025,36.224928627484225,70.90729783037476,426,256,37,1014,966.355112,2667.652218,high_coverage,provisional
03800057,Kvarngärdet norra,Uppsala,Uppsala,2026,2025,31.040521543290073,67.08133971291866,326,297,78,1045,509.069341,1640.015424,high_coverage,provisional
03800058,Gränby södra,Uppsala,Uppsala,2026,2025,36.451904414676505,60.01936108422072,379,186,55,1033,1275.040475,3497.870675,high_coverage,provisional
03800059,Gränby norra-Brillinge,Uppsala,Uppsala,2026,2025,26.634896729820372,56.82023486901536,379,201,49,1107,575.269194,2159.832643,high_coverage,provisional
03800060,Gränby sydvästra,Uppsala,Uppsala,2026,2025,49.42631787831569,86.65966386554622,391,400,34,952,717.953167,1452.572633,high_coverage,provisional
03800061,Gränby nordvästra,Uppsala,Uppsala,2026,2025,49.410811853261386,67.17791411042944,353,262,42,978,990.364004,2004.346755,high_coverage,provisional
03800063,Löten östra,Uppsala,Uppsala,2026,2025,27.350620534082033,71.67630057803468,372,185,63,865,399.949121,1462.303645,high_coverage,provisional
03800064,Löten norra,Uppsala,Uppsala,2026,2025,36.8217275470396,70.58047493403694,273,222,40,758,626.206051,1700.64278,high_coverage,provisional
03800065,Löten västra,Uppsala,Uppsala,2026,2025,21.224018463031857,62.74900398406375,405,146,79,1004,418.915029,1973.778103,high_coverage,provisional
03800066,Nyby gård,Uppsala,Uppsala,2026,2025,15.446769991742723,54.911433172302736,213,76,52,621,178.306249,1154.32708,high_coverage,provisional
03800067,Gamla Uppsala-Yrsaparken,Uppsala,Uppsala,2026,2025,14.361709749549878,42.89372599231754,192,81,62,781,196.8362,1370.562443,high_coverage,provisional
03800068,Nyby södra,Uppsala,Uppsala,2026,2025,20.71492810428143,52.65151515151515,288,91,38,792,261.18431,1260.850671,high_coverage,provisional
03800069,Nyby norra,Uppsala,Uppsala,2026,2025,24.891481060839332,58.57019810508183,459,165,56,1161,565.843865,2273.243057,high_coverage,provisional
03800070,Gamla Uppsala,Uppsala,Uppsala,2026,2025,8.299873382534766,36.912225705329156,316,66,89,1276,176.389147,2125.202866,high_coverage,provisional
03800091,Luthagen norra,Uppsala,Uppsala,2026,2025,6.786514612767029,40.200445434298445,196,71,94,898,86.964838,1281.43595,high_coverage,provisional
03800092,Luthagen mellersta,Uppsala,Uppsala,2026,2025,3.4103094482733627,44.351851851851855,248,68,163,1080,47.016188,1378.648733,high_coverage,provisional
