district_id,district_name,municipality_name,county_name,election_year,population_year,rest_world_unknown_pct,sv_vote_pct,votes_s,votes_v,valid_votes,rest_world_unknown_residents_estimated,birth_population_estimated,coverage_quality,election_status
04820508,Malmköping östra,Flen,Södermanland,2026,2025,8.261232441651064,33.61581920903955,303,54,1062,109.267331,1322.651696,high_coverage,provisional
04820705,Mellösa,Flen,Södermanland,2026,2025,3.0790077075762414,26.802884615384617,186,37,832,40.506038,1315.55494,high_coverage,provisional
04820706,Hälleforsnäs,Flen,Södermanland,2026,2025,10.035616635392541,39.62920046349942,283,59,863,146.969767,1464.481679,high_coverage,provisional
04820810,Bettna,Flen,Södermanland,2026,2025,2.189817325714527,21.56469408224674,180,35,997,32.144412,1467.903812,high_coverage,provisional
04830001,Gamla vattentornet,Katrineholm,Södermanland,2026,2025,24.080674635570904,54.256526674233825,355,123,881,302.443894,1255.96105,high_coverage,provisional
04830002,Norr city,Katrineholm,Södermanland,2026,2025,24.66425347083026,57.640449438202246,365,148,890,442.13023,1792.595225,high_coverage,provisional
04830003,Lövåsen,Katrineholm,Södermanland,2026,2025,17.46887238550718,42.53819036427732,319,43,851,289.199563,1655.513628,high_coverage,provisional
04830004,Lokstallarna,Katrineholm,Södermanland,2026,2025,23.61130331312251,47.151424287856074,491,138,1334,481.09165,2037.548049,high_coverage,provisional
04830005,Öster,Katrineholm,Södermanland,2026,2025,12.321623463101927,44.258872651356995,569,67,1437,330.155695,2679.482099,high_coverage,provisional
04830006,Centrum,Katrineholm,Södermanland,2026,2025,21.352680551699375,55.99315068493151,543,111,1168,381.181701,1785.170251,high_coverage,provisional
04830007,Oppunda,Katrineholm,Södermanland,2026,2025,12.52068433510029,46.67300380228137,426,65,1052,195.738379,1563.320133,high_coverage,provisional
04830008,Skogsborg,Katrineholm,Södermanland,2026,2025,8.540359275135962,42.36234458259325,418,59,1126,130.569261,1528.849745,high_coverage,provisional
04830009,Duveholm,Katrineholm,Södermanland,2026,2025,7.569204782607659,36.75762439807384,415,43,1246,154.470291,2040.773046,high_coverage,provisional
04830010,Laggarhult,Katrineholm,Södermanland,2026,2025,6.415027749156637,38.840188806473364,525,51,1483,133.175689,2075.995525,high_coverage,provisional
04830011,Nyhem,Katrineholm,Södermanland,2026,2025,25.978846345265183,63.27739387956564,492,149,1013,706.149408,2718.170771,high_coverage,provisional
04830012,Nävertorp,Katrineholm,Södermanland,2026,2025,23.958669838575307,53.12791783380019,447,122,1071,428.018707,1786.487772,high_coverage,provisional
04830013,Värmbol,Katrineholm,Södermanland,2026,2025,8.874171333574413,39.13362701908957,461,72,1362,178.600697,2012.590137,high_coverage,provisional
04830014,Bie,Katrineholm,Södermanland,2026,2025,2.620135335766569,26.309067688378033,173,33,783,32.043821,1222.98343,high_coverage,provisional
04830015,Julita,Katrineholm,Södermanland,2026,2025,0.7402033396811057,32.514619883040936,237,41,855,8.999775,1215.851715,high_coverage,provisional
04830016,Sköldinge-Floda,Katrineholm,Södermanland,2026,2025,3.41756801095451,30.149253731343283,252,51,1005,50.631214,1481.498359,high_coverage,provisional
04830017,Valla,Katrineholm,Södermanland,2026,2025,6.255286005355486,32.85024154589372,349,59,1242,123.477132,1973.96461,high_coverage,provisional
04830018,Forssjö,Katrineholm,Södermanland,2026,2025,2.3275254959527025,28.904847396768403,286,36,1114,39.921573,1715.1938,high_coverage,provisional
04830019,Björkvik,Katrineholm,Södermanland,2026,2025,0.7607843778677419,26.824254881808837,233,28,973,11.001327,1446.050592,high_coverage,provisional
04840101,Eskilstuna Centrum Norra,Eskilstuna,Södermanland,2026,2025,24.57557611605683,42.86941580756014,355,144,1164,376.161804,1530.632699,high_coverage,provisional
04840102,Nyfors Centrum Västra,Eskilstuna,Södermanland,2026,2025,40.623227365579474,59.76768743400211,385,181,947,310.524981,764.402538,high_coverage,provisional
04840103,Nyfors Centrum Östra,Eskilstuna,Södermanland,2026,2025,46.135811890858854,68.31955922865014,333,163,726,808.643066,1752.744848,high_coverage,provisional
04840104,Nyfors Östra,Eskilstuna,Södermanland,2026,2025,27.9129638181698,46.10894941634241,341,133,1028,498.79409,1786.96212,high_coverage,provisional
04840106,Övre Nyfors,Eskilstuna,Södermanland,2026,2025,32.62114102255464,51.94468452895419,460,141,1157,853.488146,2616.365091,high_coverage,provisional
04840107,Västermalm - Brunnsbacken,Eskilstuna,Södermanland,2026,2025,47.27795715975439,64.50331125827815,333,154,755,870.557782,1841.360825,high_coverage,provisional
04840108,Västermalm - Myrtorp,Eskilstuna,Södermanland,2026,2025,26.354837885789546,50.19607843137255,293,91,765,402.279667,1526.397805,high_coverage,provisional
04840109,Fröslunda-Tallåsparken,Eskilstuna,Södermanland,2026,2025,50.92450856642338,69.9530516431925,376,220,852,1018.967721,2000.93776,high_coverage,provisional
04840110,Fröslunda-Björkhultsvägen,Eskilstuna,Södermanland,2026,2025,56.04907197582911,70.46979865771812,344,181,745,1000.541075,1785.11622,high_coverage,provisional
04840111,Råbergstorp - Lagersberg,Eskilstuna,Södermanland,2026,2025,59.0494007324537,70.59496567505721,395,222,874,1535.827135,2600.919088,high_coverage,provisional
04840112,Tunavallen,Eskilstuna,Södermanland,2026,2025,15.208422730210186,40.97664543524416,319,67,942,215.936171,1419.845929,high_coverage,provisional
04840113,Lundby - Gredby,Eskilstuna,Södermanland,2026,2025,16.478416491702397,42.204301075268816,408,63,1116,319.020738,1935.991472,high_coverage,provisional
04840114,Ekeby - Brottsta,Eskilstuna,Södermanland,2026,2025,10.94848257387364,37.07592891760905,400,59,1238,216.495098,1977.398206,high_coverage,provisional
04840115,Stenby,Eskilstuna,Södermanland,2026,2025,29.019214684375967,49.89733059548254,380,106,974,523.522572,1804.054926,high_coverage,provisional
04840116,Mesta,Eskilstuna,Södermanland,2026,2025,15.037961438906853,43.68600682593857,439,73,1172,275.061718,1829.115729,high_coverage,provisional
04840117,Gamla Staden,Eskilstuna,Södermanland,2026,2025,11.268536878508788,40.708729472774415,382,89,1157,180.357095,1600.536937,high_coverage,provisional
04840118,Slottsbacken,Eskilstuna,Södermanland,2026,2025,17.42684176574496,38.95216400911162,265,77,878,283.276559,1625.518627,high_coverage,provisional
04840119,Stadsparken Östra,Eskilstuna,Södermanland,2026,2025,20.255383708066113,52.9040404040404,276,143,792,304.501334,1503.310618,high_coverage,provisional
04840120,Ekbacken,Eskilstuna,Södermanland,2026,2025,18.474019081102064,36.97868396663577,303,96,1079,438.594026,2374.112661,high_coverage,provisional
04840121,Eskilshem - Röksta,Eskilstuna,Södermanland,2026,2025,25.326342384715854,49.73375931842386,361,106,939,376.234137,1485.5447,high_coverage,provisional
04840122,Årby,Eskilstuna,Södermanland,2026,2025,46.719678428882645,74.03958090803259,386,250,859,1083.808159,2319.810828,high_coverage,provisional
04840124,Munktellstaden - Valhalla,Eskilstuna,Södermanland,2026,2025,14.000945590641203,38.01313628899836,353,110,1218,283.758267,2026.707876,high_coverage,provisional
04840125,Ärna,Eskilstuna,Södermanland,2026,2025,14.178082015099948,39.08629441624365,259,49,788,186.381532,1314.575073,high_coverage,provisional
04840126,Måsta - Helgestahill,Eskilstuna,Södermanland,2026,2025,13.637900687442949,38.22170900692841,278,53,866,216.155196,1584.959452,high_coverage,provisional
04840127,Slagsta,Eskilstuna,Södermanland,2026,2025,14.071640476657707,41.05621805792163,400,82,1174,173.696943,1234.37593,high_coverage,provisional
04840128,Ärsta - Sal - Skiftinge Norra,Eskilstuna,Södermanland,2026,2025,35.458448226045086,52.37683664649957,459,147,1157,951.542734,2683.543081,high_coverage,provisional
04840129,Skiftinge Södra,Eskilstuna,Södermanland,2026,2025,32.3504922164376,62.02020202020202,433,181,990,622.116653,1923.051584,high_coverage,provisional
04840130,Östermalm,Eskilstuna,Södermanland,2026,2025,18.56703476552716,43.9662447257384,404,117,1185,501.011774,2698.394118,high_coverage,provisional
04840131,Hisingsbacke,Eskilstuna,Södermanland,2026,2025,16.165723432798288,35.37477148080439,287,100,1094,322.715462,1996.294588,high_coverage,provisional
04840132,Sveaplan - Sjukhusområdet,Eskilstuna,Södermanland,2026,2025,15.24712087807514,38.49416755037116,267,96,943,170.425248,1117.753636,high_coverage,provisional
04840134,Eskilsparken,Eskilstuna,Södermanland,2026,2025,9.004575632403197,33.75796178343949,332,92,1256,168.933211,1876.081871,high_coverage,provisional
04840135,Söderängsparken,Eskilstuna,Södermanland,2026,2025,14.438771114222224,39.29024081115336,247,63,789,208.248112,1442.284183,high_coverage,provisional
04840136,Lustigbacke,Eskilstuna,Södermanland,2026,2025,15.077156695923698,44.51977401129943,321,73,885,211.087054,1400.045501,high_coverage,provisional
04840137,Snopptorp - Skogsängen Västra,Eskilstuna,Södermanland,2026,2025,16.51005346338575,39.773716275021755,369,88,1149,299.229752,1812.409346,high_coverage,provisional
04840138,Viptorp - Skogsängen Östra,Eskilstuna,Södermanland,2026,2025,30.498556306574336,59.39393939393939,344,146,825,592.921506,1944.09696,high_coverage,provisional
04840139,Odlaren - Hagnestahill,Eskilstuna,Södermanland,2026,2025,8.118640484420613,32.465753424657535,405,69,1460,181.308812,2233.24105,high_coverage,provisional
04840140,Solvik - Kogne - Roxnäs,Eskilstuna,Södermanland,2026,2025,6.530574998803104,31.737773152965662,272,33,961,131.08393,2007.234126,high_coverage,provisional
04840141,Krusgården,Eskilstuna,Södermanland,2026,2025,16.800393552411617,47.12812960235641,237,83,679,229.970557,1368.840297,high_coverage,provisional
04840142,Göksten,Eskilstuna,Södermanland,2026,2025,12.700978939084827,42.745098039215684,380,56,1020,218.404172,1719.585341,high_coverage,provisional
04840143,Torshälla Centrum och Gamla staden,Eskilstuna,Södermanland,2026,2025,5.736983920867357,37.83783783783784,300,92,1036,85.046187,1482.419825,high_coverage,provisional
04840144,Edvardslund - Haga,Eskilstuna,Södermanland,2026,2025,7.3122145084260755,38.92857142857143,393,43,1120,134.05332,1833.279369,high_coverage,provisional
04840145,Kjula,Eskilstuna,Södermanland,2026,2025,2.9470973906327016,25.210084033613445,232,38,1071,45.220214,1534.398359,high_coverage,provisional
04840146,Barva - Jäder,Eskilstuna,Södermanland,2026,2025,1.9383524895474444,19.70149253731343,160,38,1005,28.723037,1481.827333,high_coverage,provisional
04840147,Hammarby - Vallby,Eskilstuna,Södermanland,2026,2025,6.161197094375729,22.167487684729064,192,33,1015,103.866839,1685.822372,high_coverage,provisional
04840148,Hällbybrunn Södra - Råby-Rekarne,Eskilstuna,Södermanland,2026,2025,8.218504380611899,32.96875,381,41,1280,166.721775,2028.614542,high_coverage,provisional
04840149,Hällbybrunn Norra,Eskilstuna,Södermanland,2026,2025,9.126289224014286,37.74703557312253,331,51,1012,148.106679,1622.857608,high_coverage,provisional
04840150,Kvicksund,Eskilstuna,Södermanland,2026,2025,3.132561172285549,19.917355371900825,220,21,1210,57.692709,1841.710531,high_coverage,provisional
04840151,Gillberga - Lista,Eskilstuna,Södermanland,2026,2025,2.8155934701314216,23.342175066312997,229,35,1131,46.745822,1660.247564,high_coverage,provisional
04840152,Öja - Västermo,Eskilstuna,Södermanland,2026,2025,2.3331171188092927,23.891129032258064,206,31,992,35.999996,1542.999951,high_coverage,provisional
04840153,Näshulta,Eskilstuna,Södermanland,2026,2025,1.9888127830959748,25.604551920341393,154,26,703,18.953845,953.023088,high_coverage,provisional
04840154,Skogstorp Norra,Eskilstuna,Södermanland,2026,2025,5.275007002444283,35.381750465549345,316,64,1074,88.089363,1669.938314,high_coverage,provisional
04840155,Skogstorp Södra,Eskilstuna,Södermanland,2026,2025,7.515169781795408,35.041171088746566,332,51,1093,129.323417,1720.831608,high_coverage,provisional
04840156,Hållsta,Eskilstuna,Södermanland,2026,2025,5.607887825840859,32.36763236763237,272,52,1001,88.07078,1570.480415,high_coverage,provisional
04840157,Hällberga,Eskilstuna,Södermanland,2026,2025,4.589554839304771,25.63482466747279,181,31,827,66.219025,1442.820215,high_coverage,provisional
04840158,Ärla,Eskilstuna,Södermanland,2026,2025,2.8079699742165873,28.439059158945117,349,50,1403,61.999721,2207.990882,high_coverage,provisional
04840159,Borsökna Västra,Eskilstuna,Södermanland,2026,2025,8.60313122564077,31.78484107579462,231,29,818,144.129073,1675.30948,high_coverage,provisional
04840160,Eskilstuna Centrum Södra och Väster,Eskilstuna,Södermanland,2026,2025,32.108707285714424,46.91901408450704,398,135,1136,1048.705425,3266.109145,high_coverage,provisional
04840161,Sundbyholm,Eskilstuna,Södermanland,2026,2025,2.628719469761909,28.295042321644498,214,20,827,33.909346,1289.956817,high_coverage,provisional
04840162,Mälarbaden - Mälby - Ängsholmen,Eskilstuna,Södermanland,2026,2025,5.72754725097071,17.96028880866426,188,11,1108,92.343326,1612.266507,high_coverage,provisional
04840164,Borsökna Östra,Eskilstuna,Södermanland,2026,2025,8.707767177108984,32.34916559691913,222,30,779,72.364309,831.031739,high_coverage,provisional
04840165,Stadsparken Västra,Eskilstuna,Södermanland,2026,2025,18.236764931322984,44.747725392886686,409,132,1209,247.957554,1359.657565,high_coverage,provisional
04860101,Eldsund-Tingstuhöjden,Strängnäs,Södermanland,2026,2025,17.903259303967722,40.54054054054054,234,111,851,223.85561,1250.362329,high_coverage,provisional
04860102,Ulvhäll-Långberget,Strängnäs,Södermanland,2026,2025,9.179485746942733,35.61549100968188,425,90,1446,232.685987,2534.84774,high_coverage,provisional
04860103,Tallåsen-Sörgärdet,Strängnäs,Södermanland,2026,2025,6.8145604347872215,33.66733466933868,289,47,998,115.13495,1689.543311,high_coverage,provisional
04860104,Kyrkberget-Kvarnbacken,Strängnäs,Södermanland,2026,2025,5.597023460363715,25.90308370044053,245,49,1135,90.807547,1622.425699,high_coverage,provisional
04860105,Stadsskogen,Strängnäs,Södermanland,2026,2025,23.986059984467065,46.0559796437659,259,103,786,454.797628,1896.091431,high_coverage,provisional
04860106,Finninge,Strängnäs,Södermanland,2026,2025,10.366216380568433,38.42762674504041,448,75,1361,236.717039,2283.543294,high_coverage,provisional
04860107,Dammen-Malmby-Löt,Strängnäs,Södermanland,2026,2025,9.171392726920972,34.77801268498943,247,82,946,190.554197,2077.701857,high_coverage,provisional
04860108,Strängnäs centrum,Strängnäs,Södermanland,2026,2025,7.701042526380311,36.38418079096045,276,46,885,88.179714,1145.036061,high_coverage,provisional
04860109,Stavlund -Södra Tosterö,Strängnäs,Södermanland,2026,2025,9.732915153176254,27.413127413127413,179,34,777,148.482022,1525.56577,high_coverage,provisional
04860110,Norra Tosterö - Aspö,Strängnäs,Södermanland,2026,2025,3.6838488970247028,21.796276013143483,176,23,913,66.632139,1808.764172,high_coverage,provisional
04860111,Storgärdet-Sidöparken,Strängnäs,Södermanland,2026,2025,16.004360599679405,30.66385669125395,248,43,949,267.461858,1671.181153,high_coverage,provisional
04860112,Abborrberget - Sundby,Strängnäs,Södermanland,2026,2025,5.638728452279036,30.5793991416309,232,53,932,68.585858,1216.335537,high_coverage,provisional
04860401,Mariefred C,Strängnäs,Södermanland,2026,2025,3.030203175687987,28.09090909090909,266,43,1100,59.392934,1960.031409,high_coverage,provisional
04860402,Öster-Ekhov-Kalkudden,Strängnäs,Södermanland,2026,2025,4.912608190938142,27.121951219512194,238,40,1025,79.405687,1616.365155,high_coverage,provisional
04860403,Slottsbrinken-Viggeby,Strängnäs,Södermanland,2026,2025,2.70981178391083,23.047977422389465,212,33,1063,39.843492,1470.341676,high_coverage,provisional
04860404,Marielund-Hedlandet,Strängnäs,Södermanland,2026,2025,4.3417427618781925,22.0532319391635,248,42,1315,99.766309,2297.840164,high_coverage,provisional
04860501,Länna,Strängnäs,Södermanland,2026,2025,3.1814632620967687,22.56728778467909,99,10,483,25.02304,786.526134,high_coverage,provisional
04860601,Åker S,Strängnäs,Södermanland,2026,2025,10.204452322897257,31.966351209253418,259,45,951,165.365546,1620.523481,high_coverage,provisional
04860602,Åker N,Strängnäs,Södermanland,2026,2025,6.693485337945212,28.220858895705522,275,47,1141,149.24716,2229.73761,high_coverage,provisional
04860701,Toresund,Strängnäs,Södermanland,2026,2025,3.335621689888401,24.276640790402258,295,49,1417,76.513672,2293.835426,high_coverage,provisional
04860801,Ytterselö-Överselö,Strängnäs,Södermanland,2026,2025,3.0849706074683043,25.65674255691769,230,63,1142,55.135631,1787.233592,high_coverage,provisional
04861301,Härad,Strängnäs,Södermanland,2026,2025,3.7780937308972056,27.285714285714285,159,32,700,43.803346,1159.403369,high_coverage,provisional
04861401,Vårfruberga,Strängnäs,Södermanland,2026,2025,2.5968864310347675,22.118380062305295,180,33,963,37.621024,1448.697315,high_coverage,provisional
04880101,Trosa sydost,Trosa,Södermanland,2026,2025,6.426269956690004,27.481617647058822,259,40,1088,130.490136,2030.573519,high_coverage,provisional
04880102,Trosa sydväst,Trosa,Södermanland,2026,2025,2.2682214111782133,26.27939142461964,163,27,723,22.653085,998.715773,high_coverage,provisional
04880103,Trosa södra,Trosa,Södermanland,2026,2025,3.4035634256175853,22.165474974463738,199,18,979,57.109078,1677.920193,high_coverage,provisional
04880104,Trosa centrum,Trosa,Södermanland,2026,2025,3.3759363641291644,28.104575163398692,187,28,765,25.86315,766.103007,high_coverage,provisional
04880105,Trosa nordväst,Trosa,Södermanland,2026,2025,2.1715408070496958,28.370457209847597,221,21,853,28.890602,1330.419484,high_coverage,provisional
04880106,Trosa norra,Trosa,Södermanland,2026,2025,4.756730701105522,27.44453574363188,284,50,1217,79.471019,1670.70671,high_coverage,provisional
04880201,Vagnhärad norra,Trosa,Södermanland,2026,2025,6.42746447347902,30.44077134986226,181,40,726,94.98426,1477.787398,high_coverage,provisional
04880202,Vagnhärad södra,Trosa,Södermanland,2026,2025,3.7468453784374502,29.46708463949843,251,31,957,61.110748,1630.99199,high_coverage,provisional
04880203,Vagnhärad västra,Trosa,Södermanland,2026,2025,10.93300019382757,34.752747252747255,197,56,728,138.981084,1271.207185,high_coverage,provisional
04880204,Vagnhärad östra,Trosa,Södermanland,2026,2025,8.538229178540742,36.47711511789182,226,37,721,82.478223,965.987458,high_coverage,provisional
04880301,Västerljung,Trosa,Södermanland,2026,2025,2.304601029185563,25.662482566248258,149,35,717,24.977662,1083.817185,high_coverage,provisional
05090401,Alvastra,Ödeshög,Östergötland,2026,2025,3.4550223544340506,23.102678571428573,177,30,896,59.154865,1712.14131,high_coverage,provisional
05090501,Ödeshög,Ödeshög,Östergötland,2026,2025,7.667174876860566,35.997067448680355,438,53,1364,160.573803,2094.302081,high_coverage,provisional
05090601,Holaveden,Ödeshög,Östergötland,2026,2025,1.857211782846887,18.193548387096776,124,17,775,26.268149,1414.386299,high_coverage,provisional
05120501,Österbymo-Norra Vi-Rydsnäs-Svinhult,Ydre,Östergötland,2026,2025,4.946081421849161,25.36543422184007,249,46,1163,104.034549,2103.373158,high_coverage,provisional
05120601,Hestra-Asby,Ydre,Östergötland,2026,2025,1.4445174358369757,25.726587728740583,215,24,929,21.965851,1520.63592,high_coverage,provisional
05130201,Kisa samhälle,Kinda,Östergötland,2026,2025,5.891364476782085,35.390946502057616,305,39,972,92.025568,1562.041669,high_coverage,provisional
05130202,Kisa västra,Kinda,Östergötland,2026,2025,10.182765209093928,33.0760749724366,257,43,907,159.911279,1570.411138,high_coverage,provisional
05130203,Kisa sydöstra,Kinda,Östergötland,2026,2025,11.515940150394025,33.090530697190424,259,59,961,194.072342,1685.249658,high_coverage,provisional
05130401,Horn-Hycklinge-Björkfors,Kinda,Östergötland,2026,2025,1.2168933215618538,22.536687631027252,179,36,954,17.000003,1397.000271,high_coverage,provisional
05130901,Rimforsa S,Kinda,Östergötland,2026,2025,1.3411077214893738,29.353680430879713,289,38,1114,25.484853,1900.283817,high_coverage,provisional
05130902,Rimforsa N,Kinda,Östergötland,2026,2025,2.0210783207105583,29.593810444874276,268,38,1034,36.515148,1806.716129,high_coverage,provisional
05600201,Boxholm Östra-Malexander-Blåvik,Boxholm,Östergötland,2026,2025,5.076916611962629,38.83817427385892,403,65,1205,99.560004,1961.032879,high_coverage,provisional
05600202,Boxholm Västra m fl,Boxholm,Östergötland,2026,2025,6.811730418465786,39.87341772151899,413,91,1264,147.888641,2171.087696,high_coverage,provisional
05600401,Strålsnäs-Åsbo-Ekeby-Rinna,Boxholm,Östergötland,2026,2025,1.4076726450116281,23.165137614678898,176,26,872,18.551106,1317.856539,high_coverage,provisional
05610301,Åtvidabergs centrum 1,Åtvidaberg,Östergötland,2026,2025,4.880317300164868,39.9848828420257,457,72,1323,95.522547,1957.301977,high_coverage,provisional
05610302,Åtvidabergs centrum 2,Åtvidaberg,Östergötland,2026,2025,3.867043816268612,38.269986893840105,529,55,1526,92.20613,2384.408721,high_coverage,provisional
05610303,Åtvidaberg syd,Åtvidaberg,Östergötland,2026,2025,3.4813180375802313,31.89992181391712,371,37,1279,86.539401,2485.8229,high_coverage,provisional
05610304,Åtvidaberg öst,Åtvidaberg,Östergötland,2026,2025,8.517304684112814,39.96447602131439,389,61,1126,191.085387,2243.495966,high_coverage,provisional
05610305,Åtvidaberg nord,Åtvidaberg,Östergötland,2026,2025,0.976277922822153,27.796161482461947,386,34,1511,23.642596,2421.707533,high_coverage,provisional
05620101,Centrum,Finspång,Östergötland,2026,2025,8.870122291383067,42.61658031088083,281,48,772,116.230341,1310.357819,high_coverage,provisional
05620102,Bergska,Finspång,Östergötland,2026,2025,6.472696053855433,41.11543450064851,266,51,771,56.562046,873.856049,high_coverage,provisional
05620103,Svälthagen,Finspång,Östergötland,2026,2025,7.636834857710269,40.77922077922078,269,45,770,102.586369,1343.310035,high_coverage,provisional
05620105,Viggestorp,Finspång,Östergötland,2026,2025,3.055005271114734,33.67037411526795,304,29,989,44.833965,1467.557697,high_coverage,provisional
05620106,Östermalm,Finspång,Östergötland,2026,2025,11.048626538898416,43.49553128103277,374,64,1007,194.964224,1764.601449,high_coverage,provisional
05620108,Storängen,Finspång,Östergötland,2026,2025,17.89068311633018,44.32773109243698,345,77,952,223.232554,1247.758694,high_coverage,provisional
05620109,Grosvad,Finspång,Östergötland,2026,2025,12.368251480130064,48.11800610376399,364,109,983,212.139699,1715.19555,high_coverage,provisional
05620110,Lotorp,Finspång,Östergötland,2026,2025,4.717621505404995,26.969292389853138,181,21,749,50.049706,1060.909739,high_coverage,provisional
05620111,Hårstorp Södra,Finspång,Östergötland,2026,2025,15.637804936093035,43.62486828240253,322,92,949,329.257313,2105.521295,high_coverage,provisional
05620112,Hårstorp Norra,Finspång,Östergötland,2026,2025,12.058925023172135,41.45891043397969,354,95,1083,209.223505,1735.009585,high_coverage,provisional
05620113,Nyhem,Finspång,Östergötland,2026,2025,19.24621850803867,47.31585518102372,306,73,801,286.593433,1489.089573,high_coverage,provisional
05620205,Grytgöl-Ljusfallshammar,Finspång,Östergötland,2026,2025,1.6597509960227967,32.71028037383178,185,25,642,16.0,964.000024,high_coverage,provisional
05620206,Hällestad-Sonstorp,Finspång,Östergötland,2026,2025,1.3331009598352097,31.127450980392158,343,38,1224,24.326857,1824.832307,high_coverage,provisional
05620301,Regna,Finspång,Östergötland,2026,2025,1.9963703215397028,28.020565552699228,86,23,389,11.385247,570.297348,high_coverage,provisional
05620402,Rejmyre,Finspång,Östergötland,2026,2025,2.0763563631402024,32.743362831858406,195,27,678,21.438879,1032.524059,high_coverage,provisional
05620404,Hävla,Finspång,Östergötland,2026,2025,2.0334921792960166,27.994227994227995,164,30,693,20.175883,992.179031,high_coverage,provisional
05630101,Valdemarsvik 1,Valdemarsvik,Östergötland,2026,2025,10.052128898485476,40.71630537229029,354,78,1061,175.369795,1744.603524,high_coverage,provisional
05630102,Valdemarsvik 2,Valdemarsvik,Östergötland,2026,2025,8.737454784000878,39.176626826029214,246,49,753,102.567752,1173.885926,high_coverage,provisional
05630201,Ringarum,Valdemarsvik,Östergötland,2026,2025,1.07181145778491,24.364406779661017,194,36,944,14.225272,1327.217758,high_coverage,provisional
05630202,Gusum,Valdemarsvik,Östergötland,2026,2025,5.4579079894045535,34.97584541062802,321,41,1035,94.646514,1734.117068,high_coverage,provisional
05630401,Gryt,Valdemarsvik,Östergötland,2026,2025,0.8947288677106147,22.93423271500843,121,15,593,7.084145,791.764439,high_coverage,provisional
05630501,Tryserum-Östra Ed,Valdemarsvik,Östergötland,2026,2025,1.7489094102302032,18.370883882149048,90,16,577,13.106528,749.411486,high_coverage,provisional
05800101,Domkyrko 1 (Nedre Vasastaden V),Linköping,Östergötland,2026,2025,7.76147819910871,33.421052631578945,305,76,1140,127.908864,1647.996177,high_coverage,provisional
05800102,Domkyrko 2 (Hunneberg),Linköping,Östergötland,2026,2025,4.663352127442252,33.20754716981132,272,80,1060,72.898378,1563.218389,high_coverage,provisional
05800103,Domkyrko 3 (Övre Vasastaden Ö),Linköping,Östergötland,2026,2025,8.927422301744405,36.23804463336876,262,79,941,131.880532,1477.252084,high_coverage,provisional
05800104,Domkyrko 4 (Övre Vasastaden V),Linköping,Östergötland,2026,2025,18.5215783594109,47.14434060228453,311,143,963,427.691356,2309.151778,high_coverage,provisional
05800105,Domkyrko 5 (Nedre Vasastaden Ö),Linköping,Östergötland,2026,2025,8.858650821366721,29.227941176470587,247,71,1088,134.763501,1521.264397,high_coverage,provisional
05800106,Domkyrko 6 (Kanberget mfl),Linköping,Östergötland,2026,2025,6.978294749665926,32.459847844463226,310,74,1183,106.000335,1519.000541,high_coverage,provisional
05800107,Domkyrko 7 (Innerstaden S),Linköping,Östergötland,2026,2025,10.391053150299989,33.76923076923077,346,93,1300,185.993392,1789.937837,high_coverage,provisional
05800108,Domkyrko 8 (Ekkällan-Stolplyckan),Linköping,Östergötland,2026,2025,10.981634205548039,44.76650563607085,401,155,1242,201.256676,1832.665997,high_coverage,provisional
05800109,Domkyrko 9 (Gottfridsberg NO),Linköping,Östergötland,2026,2025,14.782773872961439,41.69741697416974,256,83,813,221.208631,1496.394607,high_coverage,provisional
05800110,Domkyrko 10 (Gottfridsberg SO),Linköping,Östergötland,2026,2025,8.479550607222812,34.45527015057573,295,94,1129,116.737038,1376.688971,high_coverage,provisional
05800111,Domkyrko 11 (Fridhem),Linköping,Östergötland,2026,2025,5.839687289995125,32.3733862959285,261,65,1007,87.548958,1499.20627,high_coverage,provisional
05800112,Domkyrko 12 (Barhäll-Tornhagen),Linköping,Östergötland,2026,2025,6.626418153794308,36.88073394495413,333,69,1090,104.814963,1581.774053,high_coverage,provisional
05800113,Domkyrko 13 (Åbylund),Linköping,Östergötland,2026,2025,12.70923609249285,43.87434554973822,321,98,955,192.518395,1514.79124,high_coverage,provisional
05800114,Domkyrko 14 (Valla),Linköping,Östergötland,2026,2025,5.871924333241442,28.442906574394463,330,81,1445,92.846552,1581.194626,high_coverage,provisional
05800115,Domkyrko 15 (T1 N),Linköping,Östergötland,2026,2025,8.213206998975702,35.17534537725824,247,84,941,147.65817,1797.813814,high_coverage,provisional
05800116,Domkyrko 16 (T1 S),Linköping,Östergötland,2026,2025,7.849061633756092,35.90177815410669,335,89,1181,85.098386,1084.185473,high_coverage,provisional
05800117,Domkyrko 17 (Innerstaden N),Linköping,Östergötland,2026,2025,10.941082661451805,32.82828282828283,291,99,1188,190.022457,1736.779283,high_coverage,provisional
05800118,Domkyrko 18 (Övre Vasastaden N),Linköping,Östergötland,2026,2025,10.391747146192296,31.211180124223603,332,70,1288,110.836498,1066.581937,high_coverage,provisional
05800119,Domkyrko 19 (Folkets Park),Linköping,Östergötland,2026,2025,6.183065733492495,31.44758735440932,310,68,1202,73.861004,1194.569283,high_coverage,provisional
05800120,Domkyrko 20 (Vallastaden N),Linköping,Östergötland,2026,2025,10.650872114778164,29.240506329113924,172,59,790,247.384064,2322.664861,high_coverage,provisional
05800121,Domkyrko 21 (Vallastaden S),Linköping,Östergötland,2026,2025,11.78485801689344,27.61780104712042,158,53,764,76.910938,652.625071,high_coverage,provisional
